avgBuildLatency,timeFlag,ageAtCD,totalBuilds,nIssuesOfDockerfile,nLinesOfDockerfile,totalCommits,workflow,baseImage
1.783325,12,39.0562,0,12,18,701,Circle,slidehub-base
1.78335,3,1.8103,0,0,12.6667,54,Circle,node
1.78886667,2,1.8103,0,0,12.6667,54,Circle,node
1.790275,16,191.968,0,4,11,209,Travis,debian
1.791675,7,191.968,0,4,11,209,Travis,debian
1.79443333,2,191.968,0,4,11,209,Travis,debian
1.7962801,2,25.0743,0,3,5,323,Circle,nginx
1.797925,2,0.037,41,4,14.1667,37,Docker,java
1.8,1,162.763,12,4.6667,10.6667,15,Docker,debian
1.8,3,3.7488,13,2,13,36,Docker,sonarqube
1.8,7,114.074,20,5,47,8,Docker,alpine
1.8,8,341.808,0,0.25,3,50,Circle,scratch
1.801328,14,3.4829,0,2.6933,42.8533,222,Circle,base-jdk
1.80558333,10,204.008,0,8,17.3333,448,Travis,nginx
1.8111,3,97.8665,0,0,18,52,Circle,alpine
1.81665,11,0.0558,18,3.5,5,10,Docker,taiga-back
1.81666667,12,0.0855,173,1,21,48,Docker,alpine-glibc
1.8167,11,82.3704,0,0,8,71,Circle,node
1.8167,18,0.0028,27,2,15.75,10,Docker,alpine
1.82085,4,0.0155,0,1,17,9,Travis,rpi-alpine
1.82221667,4,1.8103,0,0,12.6667,54,Circle,node
1.825,3,0.0059,196,1.3333,4,5,Docker,alpine
1.825,15,642.134,0,0.25,5,239,Circle,java
1.82859753,0,1.9942,0,7,21.75,153,Circle,debian
1.8333,2,3.7488,13,2,13,36,Docker,sonarqube
1.8333,5,123.587,0,0,4,77,Circle,nginx
1.8333,10,274.265,0,1.5,4.5,71,Circle,nginx
1.833325,13,690.974,0,1,2,302,Travis,viws
1.83528824,0,0.022,0,2,32.3333,36,Travis,alpine
1.8361,19,642.134,0,0.25,5,239,Circle,java
1.83636818,0,0.3802,25,0.125,14.875,9,Docker,alpine
1.84047143,0,1.1321,0,2.8421,6.4737,82,Circle,python
1.84104328,11,200.961,0,3,15,762,Circle,alpine-glibc
1.84166667,19,938.294,224,4.0789,18.8158,340,Docker,base
1.84446667,3,37.405,0,2,4,47,Circle,busybox
1.84797073,5,39.0562,0,2,14,701,Circle,slidehub-base
1.85,2,0.5561,0,4.4286,54.2857,140,Travis,apache-php
1.85595238,14,39.0562,0,2,14,701,Circle,slidehub-base
1.85668,0,1.2172,11,1,18.25,14,Docker,alpine
1.85820328,3,29.3739,0,2,20.1875,1289,Circle,centos
1.8611,3,76.2529,0,1,4,48,Circle,alpine
1.86188571,0,141.097,262,6.9091,8.4545,515,Docker,python
1.86274706,6,39.0562,0,2,14,701,Circle,slidehub-base
1.86316316,15,39.0562,0,2,14,701,Circle,slidehub-base
1.8699,2,29.3739,0,2,20.1875,1289,Circle,centos
1.87334,1,73.9178,0,2,13.5,49,Circle,alpine
1.875,2,21.8894,0,2,5,364,Circle,alpine
1.87681304,1,28.0398,0,1.3333,5,91,Circle,alpine
1.87915,10,0.0855,173,1,21,48,Docker,alpine-glibc
1.8833,7,1.8103,0,0,12.6667,54,Circle,node
1.8833,14,191.968,0,4,11,209,Travis,debian
1.8833,17,0.002,189,2,5.1667,8,Docker,mesos-dns
1.88333333,8,19.93,0,0,17,88,Circle,alpine
1.88335,7,19.93,0,0,17,88,Circle,alpine
1.88336667,4,123.565,0,0,7,52,Circle,node
1.88610952,9,200.961,0,3,15,762,Circle,alpine-glibc
1.88795556,3,16.2142,347,4.5556,5.1111,32,Docker,nginx
1.89,2,224.962,0,3,12,321,Travis,websphere-liberty
1.89165,3,0.005,11,6,22,4,Docker,keycloak
1.89165,22,13.0814,0,0,17,49,Circle,alpine-ruby
1.89285714,11,0.028,48,1,2,65,Docker,mu-ruby-template
1.89998333,2,1.2172,11,1,18.25,14,Docker,alpine
1.9,3,131.033,0,1,6.5,47,Travis,node
1.9,5,0.003,14,1,12,13,Docker,alpine
1.9,5,0.0037,48,1,13.6,13,Docker,alpine
1.9,6,0.0041,11,4,10,4,Docker,debian
1.9,21,0,259,2,22,11,Docker,alpine
1.9,23,535.883,0,2.2,2.8,534,Circle,cymetric-deps
1.904175,6,621.278,0,0,7,462,Travis,java
1.90453636,6,29.3739,0,2,20.5,1289,Circle,centos
1.90477143,8,618.774,0,1.5,5.5,418,Circle,busybox
1.90595714,8,14.898,0,4,15,164,Travis,golang
1.90835,4,0.0965,0,1.6667,8.6667,85,Circle,centos
1.90909091,9,621.278,0,0,7,462,Travis,java
1.91096053,6,200.961,0,3,13,762,Circle,alpine-glibc
1.9111,4,251.358,0,1,6,206,Travis,maven
1.9167,1,0.022,0,2,32.3333,36,Travis,alpine
1.9167,4,0.5561,0,1,58,140,Travis,apache-php
1.9167,7,0.5561,0,1,73,140,Travis,apache-php
1.92334,1,16.2142,347,4.5556,5.1111,32,Docker,nginx
1.92389333,6,0.0064,111,0,2,4,Docker,rabbitmq
1.92498,20,19.93,0,2,43,88,Circle,alpine
1.92592222,3,0.022,0,2,35,36,Travis,alpine
1.92666,18,642.134,0,0.25,5,239,Circle,java
1.92778333,16,0.0358,210,1,8,2,Docker,cflinuxfs2
1.9333,13,191.968,0,4,11,209,Travis,debian
1.93331429,16,39.0562,0,2,14,701,Circle,slidehub-base
1.94,10,3.4829,0,3.6667,41.3333,222,Circle,base-jdk
1.94288571,0,0.5561,0,6.2195,20.8537,140,Travis,apache-php
1.94446667,14,97.8665,0,0,24.5,52,Circle,alpine
1.945825,0,0.1637,12,3.3333,17.3333,13,Docker,jenkins
1.947998,4,29.3739,0,2,20.5,1289,Circle,centos
1.94998333,0,82.3704,0,0,8,71,Circle,node
1.94999,1,0.0464,0,4,13,43,Circle,alpine
1.95,1,62.2769,39,6.25,15.9167,31,Docker,elasticsearch
1.95,9,0.1307,0,1,6,34,Circle,result-processing
1.95,10,0.0558,18,3.5,5,10,Docker,taiga-back
1.95666,6,618.774,0,1.7143,14.7143,418,Circle,busybox
1.9611,0,218.159,0,4.5833,14.6667,211,Travis,haproxy
1.965332,2,0.0251,27,1,6.5,64,Docker,php
1.9667,1,0.1,13,1,5,18,Docker,dind
1.9683931,5,0.139,0,2.4615,11.0769,14,Travis,alpine
1.97223333,10,42.0784,0,1,9,71,Circle,golang
1.9787,0,0.8822,0,2,7,57,Circle,nodejs
1.97916667,3,191.968,0,4,11,209,Travis,debian
1.981336,5,432.097,0,1,10,393,Travis,python
1.9833,2,162.763,12,7,13.5,15,Docker,debian
1.98389333,0,0.0786,0,5,6,44,Travis,fedora
1.99035789,13,39.0562,0,12,18,701,Circle,slidehub-base
1.99165,12,0.0004,137,3,3,1,Docker,prometheus
1.99165,30,938.294,224,3.7692,18.7692,340,Docker,base
2,8,39.0562,0,2,14,701,Circle,slidehub-base
2,12,0.0023,18,0,2,12,Docker,mcollectived
2,12,226.178,0,6,25,342,Travis,websphere-liberty
2.00001111,6,21.8894,0,2,5,364,Circle,alpine
2.00266,0,10.2867,0,3,7.3333,55,Circle,nodejs
2.00462778,0,1.1489,79,2.8,9.4,193,Docker,alpine-python
2.00835,11,76.2529,0,1,4,48,Circle,alpine
2.00892143,11,3.4829,0,4.551,41.5918,222,Circle,base-jdk
2.01351351,0,7.9905,0,2.8,14.5,244,Circle,basebottle
2.01388333,12,19.93,0,1,21,88,Circle,alpine
2.01458125,3,25.0743,0,3,5,323,Circle,nginx
2.01606429,1,0.139,0,2.4615,11.0769,14,Travis,alpine
2.01666364,0,0.0147,12,2.9091,4.8182,12,Docker,debian
2.020825,6,0.0439,27,1,7.4444,20,Docker,alpine
2.02203548,7,0.139,0,2.4615,11.0769,14,Travis,alpine
2.02334,13,0.0164,108,1,11,16,Docker,alpine
2.025,4,0.0004,137,3,3,1,Docker,prometheus
2.025025,2,690.974,0,1,5.8,302,Travis,viws
2.02839259,1,251.358,0,3,4.6667,206,Travis,maven
2.03055,4,369.967,0,0,9,264,Circle,alpine
2.03234706,5,25.0743,0,3,5,323,Circle,nginx
2.04320408,10,200.961,0,3,15,762,Circle,alpine-glibc
2.04386316,1,286.854,0,2,5,355,Travis,busybox
2.04443333,13,13.0814,0,0,16,49,Circle,alpine-ruby
2.048625,0,377.098,0,3.4444,9.4444,178,Circle,alpine-node
2.05,7,82.3704,0,0,8,71,Circle,node
2.05001429,1,141.097,262,8,10,515,Docker,python
2.054175,12,274.265,0,1.5,4.5,71,Circle,nginx
2.054175,15,0.0358,210,1,8,2,Docker,cflinuxfs2
2.0583,1,212.258,0,0,3,155,Circle,nginx
2.06,1,0.0039,35,1,35,16,Docker,alpine
2.0611,18,19.93,0,2,37,88,Circle,alpine
2.06665,5,0.0164,108,1,11,16,Docker,alpine
2.0667,4,79.9721,0,6,12,126,Travis,golang
2.0667,15,79.811,0,1,7.5,54,Circle,scratch
2.07332,0,0.0041,11,4,10,4,Docker,debian
2.07332,4,0.0595,0,1,7,135,Circle,node
2.07406667,4,30.0052,0,1,7,67,Circle,nginx
2.07528195,1,25.0743,0,3,5,323,Circle,nginx
2.0756,6,432.097,0,1,10,393,Travis,python
2.07872759,3,194.171,0,1,2,376,Travis,alpine-java
2.079175,6,0.0036,79,11,32.75,60,Docker,debian
2.08080758,1,120.021,0,2,8.3333,1847,Circle,ruby
2.0833,6,0.0758,25,5,13,5,Docker,ubuntu-debootstrap
2.08335,11,14.898,0,4,15,164,Travis,golang
2.08460769,1,0.0059,196,1.3333,4,5,Docker,alpine
2.08886667,22,535.883,0,2.2,2.8,534,Circle,cymetric-deps
2.091675,6,17.2326,0,2,5,26,Circle,golang
2.1,4,191.968,0,4,11,209,Travis,debian
2.1,16,0.0183,143,1,8,21,Docker,alpine
2.10269459,6,13.8373,0,2,10.6667,75,Circle,node
2.10277778,0,1.105,18,1,3.5,24,Docker,nginx
2.1028913,0,2.7825,0,0.1111,15.7778,51,Travis,python
2.109175,8,0.139,0,2.4615,11.0769,14,Travis,alpine
2.11428857,2,20.9747,0,2,8.5,69,Circle,alpine
2.1145875,8,387.764,0,0,3,152,Travis,node
2.11665,12,503.66,0,1,8,159,Travis,openjdk
2.11665,17,0.0085,160,3,36,15,Docker,alpine
2.1167,5,0.0036,79,7.6667,22,60,Docker,debian
2.1167,5,128.551,0,3,6.25,218,Travis,oracle-jdk
2.1167,6,0.0081,19,2,5.5,4,Docker,tools
2.1167,12,217.199,0,2,23,400,Travis,websphere-liberty
2.1167,17,19.93,0,2,37,88,Circle,alpine
2.1167,18,0.0617,213,1,8,3,Docker,cflinuxfs2
2.12221667,5,30.0052,0,1,7,67,Circle,nginx
2.12617857,2,39.0562,0,2,14,701,Circle,slidehub-base
2.12776667,11,690.974,0,1,2,302,Travis,viws
2.1291875,4,217.199,0,3,19,400,Travis,websphere-liberty
2.1333,7,5.1043,12,3.9333,18.0667,43,Docker,debian
2.1333,12,14.898,0,4,15,164,Travis,golang
2.1333,15,0.02,28,1,20.6667,22,Docker,java
2.13335,6,1366.79,0,3.5,4,659,Travis,jetty
2.14393636,6,217.199,0,2,23,400,Travis,websphere-liberty
2.14445,6,97.8665,0,0,18,52,Circle,alpine
2.1463,12,128.551,0,3,6.25,218,Travis,oracle-jdk
2.14743077,4,13.0814,0,0,12,49,Circle,alpine-ruby
2.14840342,0,25.0743,0,4,8,323,Circle,nginx
2.15,1,0.0022,56,6,19,55,Docker,alpine
2.15,2,1.6272,80,1,5,32,Docker,logstash
2.15,11,97.8665,0,0,22,52,Circle,alpine
2.15,15,235.081,0,5.4444,13.7778,208,Circle,alpine
2.15059286,2,0.139,0,2.4615,11.0769,14,Travis,alpine
2.1520875,0,0.0933,36,2,16.4,6,Docker,alpine
2.158325,15,19.93,0,1,21,88,Circle,alpine
2.15832955,0,29.3739,0,3,5.7143,1289,Circle,centos
2.16518861,5,786.55,0,3.6667,14.8333,2304,Travis,php
2.165996,0,217.199,0,3.4074,8.5926,400,Travis,websphere-liberty
2.16666538,3,120.021,0,2,8.3333,1847,Circle,ruby
2.16794231,0,621.278,0,0,7,462,Travis,java
2.168664,0,235.081,0,6.4762,8.619,208,Circle,alpine
2.17,12,97.8665,0,0,23,52,Circle,alpine
2.17110667,5,251.358,0,1,6,206,Travis,maven
2.175,12,65.8492,44,2,2,27,Docker,alpine-golang-make-onbuild
2.17776667,9,13.0814,0,0,12,49,Circle,alpine-ruby
2.18064839,9,39.0562,0,12,18,701,Circle,slidehub-base
2.18205385,6,0.4726,0,6.8,28.4,42,Travis,chrome-headless-browser
2.1833,3,690.974,0,1,5.8,302,Travis,viws
2.1833,11,194.171,0,1,7,376,Travis,alpine-java
2.18332857,0,131.033,0,1,6.5,47,Travis,node
2.19334,1,690.974,0,1,5.8,302,Travis,viws
2.19364762,5,29.3739,0,2,20.5,1289,Circle,centos
2.2,3,52.0142,78,2.1429,31,62,Docker,alpine
2.2,7,1644.88,0,5,11,509,Travis,debian
2.20415,20,0.0085,160,3,36,15,Docker,alpine
2.20831667,2,0.0022,56,0.3182,14.3636,55,Docker,alpine
2.20835,6,550.778,0,0,8,936,Circle,node
2.20835,7,13.0814,0,0,12,49,Circle,alpine-ruby
2.20835,16,503.66,0,1,8,159,Travis,openjdk
2.20897692,14,17.2326,0,1,8,26,Circle,golang
2.21113333,4,226.178,0,6,19.6,342,Travis,websphere-liberty
2.21665,4,76.2529,0,1,4,48,Circle,alpine
2.2167,2,0.0758,25,5,13,5,Docker,ubuntu-debootstrap
2.2167,7,0.1397,0,1,53,22,Travis,alpine
2.2167,12,146.595,0,6,24,273,Travis,websphere-liberty
2.21944167,0,16.672,0,3,7,65,Circle,ubuntu
2.22085,0,29.172,11,2,9,12,Docker,claw-base
2.22778333,4,690.974,0,0,4,302,Travis,viws
2.2278,1,0.9189,18,3.4,28.6,13,Docker,alpine
2.22962381,1,200.961,0,4,19,762,Circle,alpine-glibc
2.23168,2,0.0036,103,2,16.3333,105,Docker,alpine
2.2333,5,491.425,0,0,10,164,Circle,node
2.23335,5,0.0004,137,3,3,1,Docker,prometheus
2.235992,7,568.072,0,1.8571,48.4286,808,Travis,java
2.23974615,0,0.0514,0,0,14,25,Circle,debian
2.2417,8,0.0164,108,1,11,16,Docker,alpine
2.24444444,1,55.7765,57,1,9,92,Docker,golang
2.24608235,8,194.171,0,1,7,376,Travis,alpine-java
2.25,1,0.02,28,1,24.6667,22,Docker,java
2.25,1,7.7354,0,1,32,48,Travis,alpine
2.25234615,1,7.9905,0,3,8,244,Circle,basebottle
2.252668,2,0.0029,248,1,8,2,Docker,tomcat
2.25831667,7,13.8373,0,1,11,75,Circle,node
2.25835,4,843.985,0,1,11,1233,Travis,openjdk
2.26333333,7,550.778,0,0,8,936,Circle,node
2.26372353,13,3.4829,0,3,45,222,Circle,base-jdk
2.26667143,0,7.7354,0,1,32,48,Travis,alpine
2.2667,3,82.3704,0,0,8,71,Circle,node
2.27161782,7,29.3739,0,2,20.5,1289,Circle,centos
2.2729125,1,0.0045,32,4,19,89,Docker,alpine
2.28222667,5,0.7054,299,1.8,7.2,22,Docker,wordpress
2.2833,0,13.0814,0,0.6,11.6,49,Circle,alpine-ruby
2.2833,6,491.425,0,0,12,164,Circle,node
2.28333333,6,226.178,0,6,25,342,Travis,websphere-liberty
2.2875,13,19.93,0,1,21,88,Circle,alpine
2.29334,19,450.449,0,3,6,169,Travis,alpine-java
2.29664,22,0.0085,160,3,36,15,Docker,alpine
2.29777333,3,843.985,0,1,11,1233,Travis,openjdk
2.3,10,217.199,0,2,23,400,Travis,websphere-liberty
2.3,10,226.178,0,6,25,342,Travis,websphere-liberty
2.300025,9,76.2529,0,1,4,48,Circle,alpine
2.308325,3,1.6272,80,1,5,32,Docker,logstash
2.3090398,1,60.9955,0,0,7.75,376,Travis,alpine-node
2.31113333,7,0.0022,56,1,23,55,Docker,alpine
2.312475,0,0.0026,21,0,8.75,18,Docker,alpine
2.312525,6,0.0036,103,2,17,105,Docker,alpine
2.31439318,0,7.0611,0,1,5.6,684,Circle,basejava
2.31484129,2,7.0611,0,1,9,684,Circle,basejava
2.31665,16,0,0,1.4,6.4,261,Circle,alpine
2.31665,19,618.774,0,1.5,5.5,418,Circle,busybox
2.3167,1,0.9963,0,1,5,40,Circle,scratch
2.3167,7,182.067,0,0,8,893,Circle,node
2.31728165,2,60.9955,0,0,7.75,376,Travis,alpine-node
2.32407778,0,427.735,0,0,7,101,Travis,java
2.32857143,9,64.8187,0,0,10.5,215,Travis,node
2.3314029,2,120.021,0,2,8.3333,1847,Circle,ruby
2.3333,0,62.9792,0,2.25,16.75,51,Circle,base
2.3333,8,21.8894,0,2,5,364,Circle,alpine
2.3333,9,0.0512,17,0,4.6667,13,Docker,nginx
2.33666,5,690.974,0,1,2,302,Travis,viws
2.34129565,0,1.3991,0,1.5,5.5,87,Circle,jessiej
2.34443333,13,618.774,0,1.5,5.5,418,Circle,busybox
2.34525714,5,217.199,0,3,19,400,Travis,websphere-liberty
2.34721667,9,217.199,0,2,23,400,Travis,websphere-liberty
2.35,1,235.081,0,8,9,208,Circle,alpine
2.35415,6,23.9849,39,1,5,49,Docker,golang
2.35554667,7,387.764,0,0,3,152,Travis,node
2.35604545,0,0.022,12,1,12,8,Docker,tomcat
2.35833333,0,540.94,0,1.5,5,176,Travis,openjdk
2.35835,2,427.735,0,0,7,101,Travis,java
2.3625,9,503.66,0,2,8,159,Travis,openjdk
2.3667,9,97.8665,0,0,21,52,Circle,alpine
2.36728519,9,618.774,0,1.5,5.5,418,Circle,busybox
2.36998,3,0.0561,0,1,115.5,12,Travis,php
2.37084167,1,4.1889,0,5.5,7,35,Circle,ubuntu
2.37167,0,285.101,0,1.5,4,239,Travis,golang
2.37271818,0,0.0045,32,3.9565,18.4348,89,Docker,alpine
2.375,1,539.112,0,5,9.5,108,Circle,node
2.375,8,0.0439,27,1,7,20,Docker,alpine
2.37715323,9,194.171,0,1,7,376,Travis,alpine-java
2.37915,13,97.8665,0,0,24,52,Circle,alpine
2.3802,4,13.8373,0,2,10.6667,75,Circle,node
2.38140427,1,7.0611,0,1,6,684,Circle,basejava
2.3833,10,146.595,0,6,24,273,Travis,websphere-liberty
2.38333333,8,0.02,28,1,38,22,Docker,java
2.38335,0,17.0443,0,9,11.5,70,Circle,ubuntu
2.38335,7,97.8665,0,0,19,52,Circle,alpine
2.39222667,13,29.3739,0,2,20.5,1289,Circle,centos
2.39393636,6,526.864,0,1,6.6667,479,Travis,ubuntu
2.4,2,7.7354,0,1,31.5,48,Travis,alpine
2.4,5,0.0012,95,1.3333,9.3333,3,Docker,alpine
2.4,9,14.898,0,4,15,164,Travis,golang
2.40455152,7,0.0029,248,1,8,2,Docker,tomcat
2.40555,4,146.595,0,6,19.9333,273,Travis,websphere-liberty
2.40556667,0,0.1397,0,1,28.6667,22,Travis,alpine
2.40835,4,95.0106,31,0.7778,4.2222,65,Docker,alpine
2.40877895,3,0.7265,575,1,17.3333,8,Docker,java
2.41,7,21.8894,0,2,5,364,Circle,alpine
2.4111,2,251.358,0,1.3333,4.3333,206,Travis,maven
2.41464848,7,194.171,0,1,7,376,Travis,alpine-java
2.41663333,6,64.8187,0,0,10.5,215,Travis,node
2.41666,0,7.178,0,4,4,34,Circle,ubuntu
2.416675,5,0.0552,0,4.8889,11.3333,100,Circle,ubuntu
2.416675,6,146.595,0,6,24,273,Travis,websphere-liberty
2.4167,5,0.0561,0,1,115.5,12,Travis,php
2.4167,11,0.0012,13,2,10,1,Docker,archlinux
2.42036111,3,1.2384,29,1,9,15,Docker,java
2.420825,10,97.8665,0,0,22,52,Circle,alpine
2.42395625,0,644.631,0,0,8.4444,253,Circle,node
2.42536522,7,79.9721,0,6,12,126,Travis,golang
2.42666,2,0.1397,0,1,31.5,22,Travis,alpine
2.42666,8,13.0814,0,0,12,49,Circle,alpine-ruby
2.4333,1,19.886,29,3.7778,25.6667,44,Docker,ubuntu-16-nginx-php-phpmyadmin
2.4333,4,380.563,0,0.75,8.75,327,Travis,python
2.4333,9,3.7488,13,2,14,36,Docker,sonarqube
2.44165,3,0.7811,32,5,13,24,Docker,ubuntu-perl-phatch
2.44166,3,64.8187,0,0,10,215,Travis,node
2.44583295,8,29.3739,0,2,20.5,1289,Circle,centos
2.45,3,0.1397,0,1,33.5,22,Travis,alpine
2.45278333,0,62.0019,35,2,25.1429,100,Docker,php7-fpm
2.45555,7,0.7568,0,1,8,134,Circle,debian
2.45595,5,550.778,0,0,8,936,Circle,node
2.458325,3,79.9721,0,6,12,126,Travis,golang
2.46105578,0,198.945,0,3,9.5,621,Travis,ruby
2.46477727,0,251.358,0,1.5714,4.5714,206,Travis,maven
2.466675,10,14.898,0,4,15,164,Travis,golang
2.4667,5,95.0106,31,1,12,65,Docker,alpine
2.4667,16,97.8665,0,0,40.3333,52,Circle,alpine
2.4667,18,0.0097,48,2,3,54,Docker,cedarish
2.46875,5,146.595,0,6,19.9333,273,Travis,websphere-liberty
2.475,4,19.93,0,0,17,88,Circle,alpine
2.4762,0,0.0023,18,1,2,12,Docker,mcollectived
2.47666,1,303.244,14,3,16,17,Docker,python
2.4833,11,0.02,28,1,20.6667,22,Docker,java
2.4833,14,139.006,0,8,52.2,174,Travis,ubuntu
2.48808571,0,4.1889,0,3.5,3.3333,35,Circle,ubuntu
2.495825,8,64.8187,0,0,10.5,215,Travis,node
2.49585,4,0.0058,356,3,16,31,Docker,debian
2.49722143,0,0.0058,56,2,8.1667,54,Docker,baseimage
2.5,24,0.0028,27,2,15.75,10,Docker,alpine
2.5044,10,39.0562,0,12,18,701,Circle,slidehub-base
2.50777333,1,0.4726,0,7,24,42,Travis,chrome-headless-browser
2.50848679,5,167.098,0,1,11.5,141,Travis,scratch
2.51,10,19.93,0,0,17,88,Circle,alpine
2.516008,12,29.3739,0,2,20.5,1289,Circle,centos
2.51665,7,491.425,0,0,12,164,Circle,node
2.5167,12,0.0014,17,3,11,24,Docker,alpine
2.52468608,0,4.8695,0,0,6.25,110,Circle,golang
2.5309253,14,29.3739,0,2,20.5,1289,Circle,centos
2.5333,9,98.0739,0,4,17.6667,55,Circle,node
2.53335,8,30.0052,0,1,7,67,Circle,nginx
2.5361,4,64.8187,0,0,10.5,215,Travis,node
2.53668,5,226.178,0,6,19.6,342,Travis,websphere-liberty
2.53718462,0,0.0552,0,4.8889,11.3333,100,Circle,ubuntu
2.5375,1,62.0019,35,2,25.1429,100,Docker,php7-fpm
2.54499,2,540.94,0,1.5,5,176,Travis,openjdk
2.54525714,0,843.985,0,1,9,1233,Travis,openjdk
2.54652917,13,120.021,0,2,8.3333,1847,Circle,ruby
2.54901765,0,0.9963,0,1,5,40,Circle,scratch
2.55000286,0,717.775,0,0,8.4444,2145,Circle,node
2.552505,3,286.854,0,2,5,355,Travis,busybox
2.55454545,14,235.081,0,5.4444,13.7778,208,Circle,alpine
2.55475714,6,7.1077,0,3.3333,6.25,146,Travis,alpine-java
2.55556667,0,0.0965,0,2.0625,9,85,Circle,centos
2.55693333,3,0.1751,330,9.5,11.5,4,Docker,nginx
2.55896923,0,1.0491,0,1,6,34,Circle,node
2.55951667,0,55.7765,57,1.4545,9.5455,92,Docker,golang
2.56207041,5,60.9955,0,0,6,376,Travis,alpine-node
2.56391667,6,62.2769,39,3.8333,18.5,31,Docker,elasticsearch
2.56665,2,0.0172,11,2,7,18,Docker,baseimage
2.5667,0,0.0011,297,5,17,8,Docker,ubuntu
2.5667,5,0.0758,25,5,13,5,Docker,ubuntu-debootstrap
2.568338,15,29.3739,0,2,20.5,1289,Circle,centos
2.57223333,0,539.112,0,5,9.5,108,Circle,node
2.57372692,3,387.764,0,0,3,152,Travis,node
2.57499615,4,786.55,0,5.8,20.6,2304,Travis,php
2.57827321,0,194.171,0,2,5.3333,376,Travis,alpine-java
2.57899275,14,120.021,0,2,8.3333,1847,Circle,ruby
2.58036071,3,0.0965,0,1.6667,8.6667,85,Circle,centos
2.58205385,10,526.864,0,1.014,7.5907,479,Travis,ubuntu
2.5833,3,42.7462,0,4,14,89,Travis,python
2.5833,9,0.0965,0,1.6667,8.6667,85,Circle,centos
2.58335,1,369.967,0,0,9,264,Circle,alpine
2.58335,3,2.8878,0,3,13,47,Travis,java
2.58335,9,0.001,11,2,13,4,Docker,alpine
2.58462308,9,433.042,0,6.5,14,823,Travis,golang
2.5854,6,644.631,0,0,9,253,Circle,node
2.59,5,369.967,0,0,9,264,Circle,alpine
2.59288659,9,29.3739,0,2,20.5,1289,Circle,centos
2.59334,2,30.0052,0,1,7,67,Circle,nginx
2.6,9,3.4829,0,3.5714,43,222,Circle,base-jdk
2.6,11,21.8894,0,2,5,364,Circle,alpine
2.60001429,1,642.966,0,3.7692,9.2308,387,Travis,jdkydl
2.60277604,2,387.764,0,0,3,152,Travis,node
2.6077,4,550.778,0,0,8,936,Circle,node
2.6104125,2,369.967,0,0,9,264,Circle,alpine
2.61556667,0,2.3135,0,1,3.6,36,Circle,tomcat
2.616675,9,0.037,81,0,14.3333,28,Docker,alpine
2.6167,8,3.7488,13,2,13.5,36,Docker,sonarqube
2.62963333,1,550.778,0,0,8,936,Circle,node
2.6333,2,0.0026,21,0,8.75,18,Docker,alpine
2.6333,2,0.028,48,1,2,65,Docker,mu-ruby-template
2.6333,14,0.7265,575,1,17.3333,8,Docker,java
2.6333,16,618.774,0,1.5,5.5,418,Circle,busybox
2.63334286,1,191.968,0,4,11,209,Travis,debian
2.6417,1,540.94,0,1.5,5,176,Travis,openjdk
2.64203478,6,387.764,0,0,3,152,Travis,node
2.64545455,3,345.935,0,1,10.6667,421,Circle,alpine
2.645825,17,0.0035,243,1,22,27,Docker,alpine
2.64871923,0,369.967,0,0,9,264,Circle,alpine
2.65,2,0.0081,19,2,5.5,4,Docker,tools
2.65,7,0.0081,19,2,5.5,4,Docker,tools
2.65139167,1,345.935,0,1,10.6667,421,Circle,alpine
2.652075,23,0.0097,48,2,3,54,Docker,cedarish
2.65553333,3,30.0052,0,1,7,67,Circle,nginx
2.65555,5,378.905,0,2.6667,16.6667,293,Travis,node-chrome
2.65667333,5,204.008,0,8,16,448,Travis,nginx
2.65715,5,0.4726,0,6.8,28.4,42,Travis,chrome-headless-browser
2.65833333,0,0.0278,0,4,11.25,20,Travis,python
2.65998,18,0.0085,160,3,36,15,Docker,alpine
2.66346538,5,0.0029,248,1,8,2,Docker,tomcat
2.66410769,1,0.0514,0,3,13,25,Circle,debian
2.66666,5,194.171,0,1,2,376,Travis,alpine-java
2.67037143,7,432.097,0,2,12,393,Travis,python
2.67499773,11,29.3739,0,2,20.5,1289,Circle,centos
2.675,4,1.6272,80,1,5,32,Docker,logstash
2.67667,2,82.3704,0,0,8,71,Circle,node
2.6771,6,251.358,0,1,6,206,Travis,maven
2.67915,3,550.778,0,0,8,936,Circle,node
2.6833,2,0.0455,11,1,6,4,Docker,alpine
2.6833,2,0.9963,0,1,5,40,Circle,scratch
2.6833,21,535.883,0,2.2,2.8,534,Circle,cymetric-deps
2.685125,1,42.7462,0,4,14,89,Travis,python
2.6875,10,29.3739,0,2,20.5,1289,Circle,centos
2.69090909,8,0.0064,643,3,10,5,Docker,java
2.69165,12,55.7765,57,1,9,92,Docker,golang
2.6916625,0,550.778,0,0,6.5,936,Circle,node
2.6917,3,0.028,48,2,4,65,Docker,mu-ruby-template
2.69305833,0,0.7811,32,2,11.5,24,Docker,ubuntu-perl-phatch
2.69522857,4,23.9849,39,1,5,49,Docker,golang
2.697225,1,0.0058,356,4,17,31,Docker,debian
2.7,0,0.003,14,2.5,11,13,Docker,alpine
2.7,1,0.9334,23,0,9,23,Docker,elasticsearch
2.7,5,7.1077,0,3.3333,6.25,146,Travis,alpine-java
2.7,9,28.0398,0,1.3333,5,91,Circle,alpine
2.7,12,64.8187,0,0,10.5,215,Travis,node
