nDockerfileChanges,timeFlag,ageAtCD,totalBuilds,nIssuesOfDockerfile,nLinesOfDockerfile,totalCommits,workflow,baseImage
1,3,54.2374,27,7,28,35,Docker,minimal-notebook
2,26,76.6853,14,4,14,46,Docker,dockergui
1,4,141.097,262,8,10,515,Docker,python
1,0,178.519,11,0,8,4,Docker,alpine
2,4,200.918,0,2,44,180,Circle,alpine
1,11,424.04,0,8,14,75,Travis,buildroot_basic
10,0,0.1349,28,1,52.2,25,Docker,base
22,0,1.266,0,1,42.5909,25,Circle,ubuntu-debootstrap
5,0,0.7568,0,2.8,17.8,134,Circle,debian
50,0,0.2842,50,4.44,21.66,134,Docker,debian
4,0,0.0031,705,7,15.25,4,Docker,php
4,0,0.0177,0,5.5714,12.7857,32,Travis,fedora
4,0,12.8416,0,7.75,41.5,442,Circle,alpine
3,3,1277.01,0,1.6667,11.6667,6221,Circle,cyclus-deps
11,0,1211.31,0,2.5161,20.6452,3186,Circle,python
2,0,0.0036,14,6,11,4,Docker,spidervnc-base
2,0,0.0085,160,3,12,15,Docker,alpine
4,0,0.0163,17,5,31.5,11,Docker,alpine
2,0,0.0172,11,2.6667,8.3333,18,Docker,baseimage
4,2,0.0246,82,2.1667,34.3333,110,Docker,ubuntu
8,1,0.0703,25,17,70.6667,84,Docker,maven
4,3,0.185,0,0,2.5,93,Circle,racket
2,0,1.5897,0,1,18,69,Circle,node
4,1,98.0739,0,6,15.5,55,Circle,node
11,7,526.864,0,3.1818,10.7273,479,Travis,ubuntu
5,6,25.0027,0,1.5,8.5,81,Circle,nodejs
3,7,0.0036,79,12,36,60,Docker,debian
4,0,0.0036,280,1.25,13,5,Docker,java
13,13,209.99,42,1.2353,14.6471,39,Docker,alpine
1,0,0.001,11,2,12.5,4,Docker,alpine
1,0,0.0014,17,4.5,9.5,24,Docker,alpine
1,11,0.0024,768,14,14,15,Docker,python
1,0,0.0064,643,3,10,5,Docker,java
3,0,0.0097,22,1,7,5,Docker,ubuntu
4,9,0.0131,207,3,18.3333,39,Docker,openjdk
2,2,0.0177,0,8.3235,19.2353,32,Travis,fedora
1,0,0.0223,59,1,8,5,Docker,catalog-docker-base
8,21,0.023,22,2.125,18.75,50,Docker,ubuntu
1,22,0.023,22,1,23,50,Docker,ubuntu
6,0,0.8629,25,3.3333,15.3333,36,Docker,perl-golang
1,3,2.8878,0,3,13,47,Travis,java
1,1,3.464,0,0,8,996,Travis,node
2,0,21.8894,0,2,5,364,Circle,alpine
1,2,21.8894,0,2,5,364,Circle,alpine
3,1,62.9529,0,1.625,10.0625,166,Circle,python
1,1,217.199,0,3,12.5,400,Travis,websphere-liberty
1,0,550.778,0,0,6.5,936,Circle,node
1,6,1271.74,0,7,51,15319,Circle,ubuntu
22,0,64.9491,0,12.4839,35.6129,1606,Circle,ubuntu
7,2,0.5561,0,4.4286,54.2857,140,Travis,apache-php
4,0,0.0022,27,11,18.25,27,Docker,golang
7,26,23.0597,0,3.6,40.2,4106,Circle,alpine
3,0,0.555,0,2,17,28,Travis,rpi-alpine
3,0,23.1062,143,2.25,33.875,239,Docker,ubuntu
20,0,0.002,0,17.0909,56.1818,51,Travis,ubuntu
4,5,0,0,4,13,125,Circle,build
2,7,0.0022,27,12,18,27,Docker,golang
2,0,0.003,14,2.5,11,13,Docker,alpine
2,7,0.0056,22,2,15,29,Docker,zulu-openjdk
2,4,0.0356,14,2,14.5,10,Docker,crcbase
2,0,5.0872,14,9,24.5,18,Docker,apache2-php7
2,0,574.018,48,11.5,16.5,708,Docker,fedora
16,0,146.273,14,4.0769,22.1538,12,Docker,laravel-container
3,0,0.0878,59,3.5,10.5,12,Docker,mirakurun
3,1,0.2394,0,19.5556,19.4815,161,Circle,ubuntu-server
3,2,219.294,0,3,20,162,Circle,core-box
8,0,1.0262,14,2.625,12.625,9,Docker,java-centos
12,9,51.8739,80,4.75,16.75,103,Docker,php
20,18,7.6219,0,17.625,72.7083,174,Circle,ubuntu
3,5,0.0022,17,7,40,28,Docker,ubuntu
2,10,0.0023,46,8,71,17,Docker,base
2,0,0.005,11,6,22,4,Docker,keycloak
2,1,0.0096,19,4,18.5,22,Docker,baseimage
1,11,0.1397,0,1,50,22,Travis,alpine
1,0,0.787,26,2,10,2,Docker,elixir
1,3,0.7877,12,1,38,18,Docker,baseimage
5,2,1.0685,0,0.5,47.5,181,Circle,centos
3,17,7.0563,0,3,18,130,Circle,alpine-base
3,0,8.1573,26,14.6667,34.7778,31,Docker,java7
1,4,16.1885,0,5,37,210,Circle,golang
3,18,61.9695,19,16,30,21,Docker,hadoop-docker
3,0,62.9792,0,2.25,16.75,51,Circle,base
1,2,314.648,50,3,17,45,Docker,alpine
2,11,433.042,0,2.8571,22.7143,823,Travis,golang
1,2,705.232,0,1,17,625,Travis,alpine-java
7,2,76.1552,0,6,66.7143,71,Circle,base
3,6,0.0019,30,5.3333,24.3333,73,Docker,arch-mini
3,1,424.04,0,9.75,44.25,75,Travis,buildroot_basic
2,0,0,259,4,24,11,Docker,alpine
2,0,0.0048,12,1,26,7,Docker,atlassian-base
2,0,0.0516,354,1,21.5,2,Docker,php
8,0,0.0524,0,17.0714,46.2857,133,Travis,ubuntu
4,5,0.0855,173,1,19.5,48,Docker,alpine-glibc
4,2,16.1885,0,5,38.3333,210,Circle,golang
5,0,14.0272,19,5.25,20.125,61,Docker,ubuntu
5,0,342.094,26,9.9048,36.619,63,Docker,nginx
39,5,331.064,0,4.7333,66.3667,58,Travis,debian-debootstrap
9,1,0.0049,0,5,23,57,Travis,alpine
15,3,582.039,0,1,51.4706,4710,Travis,debian
2,0,0.001,173,5.6667,15.5,27,Docker,debian
1,17,0.0022,17,7,42,28,Docker,ubuntu
1,0,0.0024,768,7,9,15,Docker,python
2,2,0.0083,13,6,22.3333,7,Docker,node
1,4,0.0093,15,7,13.5,11,Docker,jenkins
1,0,0.0106,542,6,10,3,Docker,ubuntu
1,0,0.0121,16,6,11,5,Docker,baseimage
1,0,0.0212,77,4,15,3,Docker,alpine
1,23,0.023,22,1,23,50,Docker,ubuntu
3,0,0.5867,57,2,12.3333,27,Docker,python3
1,2,1.0262,14,2.625,12.625,9,Docker,java-centos
2,0,6.0182,129,13,20,141,Docker,debian
1,6,7.9905,0,3,18.6,244,Circle,basebottle
2,0,14.898,0,6,12,164,Travis,golang
1,0,64.2844,0,2,10,164,Travis,alpine-node
1,0,140.839,0,1.4,8.9,82,Travis,java
2,1,146.595,0,6,13,273,Travis,websphere-liberty
2,1,267.745,0,4.6667,14.3333,181,Circle,core-box
1,1,432.097,0,1,10,393,Travis,python
5,30,7.6219,0,13,63,174,Circle,ubuntu
2,5,0.0096,19,14,34,22,Docker,baseimage
2,0,0.1206,18,1,24,20,Docker,base-centos7
4,0,1.9172,0,4,10.5,28,Travis,stack
2,4,786.55,0,5.8,20.6,2304,Travis,php
9,13,92.7464,0,1,12.2857,924,Travis,fpm-nginx
18,9,0.002,0,16.2,71.6,51,Travis,ubuntu
3,0,37.9017,0,2.8571,13,82,Circle,nodejs
3,0,923.619,0,2,18.3333,1350,Travis,alpine-oraclejdk8
4,0,0.0047,81,4.6,23,15,Docker,jenkins
8,0,94.7589,0,2.1,18,293,Circle,core-box
6,1,0.037,41,3.7143,17.2857,37,Docker,java
22,0,242.423,0,4.0476,24.0952,581,Travis,alpine
8,0,0.0016,18,4.375,21.25,12,Docker,ubuntu
1,8,0.0036,79,12,36,60,Docker,debian
1,0,0.0037,48,1,12,13,Docker,alpine
3,0,0.0038,16,1.6667,14.1667,11,Docker,centos
1,0,0.004,187,1,16,1,Docker,debian
2,0,0.005,32,10,23,25,Docker,baseimage
2,2,0.0053,288,5,12.5,8,Docker,node
3,0,0.0151,13,4.6667,23.6667,10,Docker,debian
4,2,0.0172,30,1,54,19,Docker,docker-yafrabase
1,0,0.0272,19,2,8,4,Docker,centos
4,2,1.5897,0,5,20,69,Circle,node
7,0,144.806,15,3,16,22,Docker,alpine
1,1,218.159,0,2,18,211,Travis,haproxy
1,9,296.855,0,15,86,141,Travis,baseimage
2,0,380.846,0,1,9,118,Travis,java
3,3,424.04,0,3,11,75,Travis,buildroot_basic
1,0,670.046,0,5,9,85,Circle,ruby
21,0,938.294,224,2.8056,14.8333,340,Docker,base
11,9,7.0563,0,3,18,130,Circle,alpine-base
6,0,2.882,61,11,32.1667,12,Docker,alpn-consul
3,0,480.912,0,4.75,17.5,111,Circle,node
2,2,0.0017,60,5,38,32,Docker,ubuntu
4,0,0.0217,18,2.8889,50.1111,23,Docker,baseimage
2,0,1.1784,0,6.875,20.375,110,Circle,ubuntu
9,0,169.855,53,3.7778,37.5556,226,Docker,openjdk
3,0,0.0022,17,10,34.3333,28,Docker,ubuntu
3,0,0.3536,0,7,19.3333,32,Travis,ruby
3,9,52.0142,78,2.5,31,62,Docker,alpine
3,0,378.905,0,2.6667,16.6667,293,Travis,node-chrome
4,2,65.0834,43,1,25.5,383,Docker,node
2,22,0.0036,79,22.3333,50.3333,60,Docker,debian
2,0,0.004,35,4,14,2,Docker,docker-bitrise-base
2,28,0.0057,0,3,19,41,Circle,debian
1,8,0.0097,26,12,23,31,Docker,ubuntu
2,0,0.0098,0,3,10,5,Travis,alpine
1,5,0.0203,22,9,27,16,Docker,baseimage
1,0,0.0358,210,1,8,2,Docker,cflinuxfs2
1,0,0.037,81,0,13,28,Docker,alpine
2,1,0.0514,0,3,13,25,Circle,debian
1,0,0.0617,213,1,8,3,Docker,cflinuxfs2
2,0,0.1397,0,1,28.6667,22,Travis,alpine
1,20,0.1705,24,2,26,16,Docker,alpine
2,10,39.0562,0,12,18,701,Circle,slidehub-base
2,5,64.9491,0,1,32.5,1606,Circle,ubuntu
1,10,151.209,27,7,37,171,Docker,ubuntu
3,0,219.294,0,2.6667,17.6667,162,Circle,core-box
4,0,438.017,0,4.6,16.2,112,Travis,node
5,0,1575.08,0,0,14,988,Circle,python
11,2,1.6989,0,9,35,83,Circle,restweb
10,9,0.0051,52,7.7,18.2,43,Docker,debian
7,3,62.9792,0,2.1429,20.7143,51,Circle,base
6,2,97.927,0,9.5,15,111,Circle,baseimage
2,0,0.0203,22,6.5,21,16,Docker,baseimage
4,0,0.0439,21,13,46.25,34,Docker,debian
2,0,0.0574,39,1,17.5,9,Docker,ssh-hpn-x
4,11,22.5866,936,1.5,14.25,31,Docker,node
3,0,0.0294,94,2,41.6667,4,Docker,ubuntu
3,8,0.1637,12,3.6667,11.6667,13,Docker,jenkins
3,0,0.7375,394,11,33.3333,11,Docker,ubuntu
3,1,8.7011,0,1.3333,7.4444,28,Travis,alpine
1,8,0.0053,84,7,23,12,Docker,docker-bitrise-base
2,0,0.0477,13,2,14,15,Docker,golang
1,0,0.052,47,4,14,7,Docker,ubuntu
1,0,0.0758,25,5,13,5,Docker,ubuntu-debootstrap
2,0,0.1137,0,4,28,46,Travis,ubuntu
2,6,0.1705,24,3,22.5,16,Docker,alpine
1,4,3.9063,15,6,29,15,Docker,openjdk
1,1,19.886,29,3.7778,25.6667,44,Docker,ubuntu-16-nginx-php-phpmyadmin
2,0,19.9254,16,3,10,35,Docker,python
2,0,398.136,0,9,17,521,Circle,docker-perl-app-base
5,10,433.042,0,2.8571,22.7143,823,Travis,golang
2,0,668.488,0,4.2632,9.7368,604,Circle,ubuntu
2,1,896.422,0,3,22,2981,Travis,base
18,1,331.064,0,5.0167,61.1667,58,Travis,debian-debootstrap
4,0,151.209,27,9.6,40.6,171,Docker,ubuntu
3,0,0.0039,35,1.2,29.4,16,Docker,alpine
19,0,0,0,8.7826,62.4348,62,Circle,php
2,12,0.0561,0,1,115.5,12,Travis,php
4,0,13.4489,0,5,18.25,84,Circle,passenger-ruby21
5,0,222.737,0,2.1127,14.5,4831,Circle,alpine-java
3,0,3.9063,15,6.3333,24.3333,15,Docker,openjdk
15,15,938.294,224,3.2,11.4,340,Docker,base
1,7,0.0019,0,4,10,15,Circle,java
1,4,0.0028,27,2,15,10,Docker,alpine
1,0,0.0047,57,3,17,1,Docker,centos
2,3,0.0049,0,2,19.5,57,Travis,alpine
5,0,0.0085,139,3.5,41.5,30,Docker,centos
1,6,0.037,41,2,9,37,Docker,java
3,0,0.489,21,2,39.3333,29,Docker,java
1,0,5.0017,87,3,15,107,Docker,java
2,6,7.0563,0,3,18,130,Circle,alpine-base
1,13,7.0563,0,3,18,130,Circle,alpine-base
2,1,16.1885,0,5,38.3333,210,Circle,golang
8,24,23.0597,0,2.5,25.5,4106,Circle,alpine
1,1,37.9017,0,1,8,82,Circle,nodejs
15,0,3.4829,0,5.2667,32.2,222,Circle,base-jdk
4,0,0.1731,0,1,25.75,95,Circle,debian
4,0,769.683,0,11.5556,40.1111,443,Travis,base
4,28,938.294,224,3.4,17.4,340,Docker,base
8,1,1711.77,24,4,31.5,135,Docker,python
11,0,13.8249,22,5.2,17,48,Docker,ubuntu
10,0,183.34,0,4.2,18.6667,846,Travis,node
2,14,0.009,267,1,59,24,Docker,ubuntu
8,0,0.0582,17,1,18.3333,14,Docker,ubuntu-base
4,0,0.8582,12,4.8,47.6,16,Docker,nginx-18-centos7
6,0,4.7586,23,5.6667,62.6667,13,Docker,centos-r-base
2,1,670.858,0,5.2,27.9,710,Circle,baseimage
5,2,0.0032,24,6.5714,18.5714,21,Docker,centos
14,0,200.918,0,6.08,28.82,180,Circle,alpine
1,0,0.0045,27,1,18,9,Docker,alpine
2,0,0.0155,0,2,17,9,Travis,rpi-alpine
2,0,0.0163,11,5,15.6667,5,Docker,ubuntu
1,0,0.0166,69,10,17,7,Docker,ruby23-base
2,0,0.0632,0,2,17,8,Travis,rpi-alpine
7,0,0.0832,39,24.7778,43.2222,55,Docker,ubuntu
2,0,0.8634,199,39,28.5,42,Docker,d-apache-openssl
1,0,544.72,0,4.75,12.5,657,Circle,meteor-base
1,2,544.72,0,1,2,657,Circle,meteor-base
4,9,938.294,224,2.875,12.5,340,Docker,base
7,0,0.0097,26,11,32.7143,31,Docker,ubuntu
14,27,938.294,224,3.4,17.4,340,Docker,base
4,0,0.0073,16,9,68.75,13,Docker,debian
8,0,459.855,0,6.5556,30.1111,1083,Travis,litiv-base
38,9,64.9491,0,2.7778,54.2963,1606,Circle,ubuntu
4,12,1.0056,29,1,72.8571,54,Docker,ubuntu
22,1,92.7464,0,1,24.125,924,Travis,fpm-nginx
19,1,582.039,0,9,65.2667,4710,Travis,debian
9,0,863.18,0,26,68.9333,1278,Travis,base
11,2,734.907,0,1,38.3333,2760,Travis,buildenv
1,0,0.0007,190,2,16,14,Docker,haproxy
1,0,0.0011,297,5,17,8,Docker,ubuntu
1,4,0.0019,30,6,21,73,Docker,arch-mini
1,0,0.0043,35,1,19,12,Docker,debian
1,0,0.0386,69,1,10,34,Docker,baseimage
1,0,0.0439,11,7,12,1,Docker,ubuntu
5,0,0.0855,173,1,15.1875,48,Docker,alpine-glibc
2,0,39.9654,254,2,15.4,41,Docker,centos
1,2,342.655,0,1,2,275,Circle,meteor-base
2,2,356.443,0,4,14,78,Circle,python
4,1,493.228,0,4.25,20.5,266,Circle,meteor-base
18,0,0.0773,296,32.9636,82.9818,226,Docker,debian-debootstrap
5,0,1274.53,0,6.25,22.75,1684,Travis,ubuntu
3,0,0.0464,30,6.8,32.2,13,Docker,php
5,7,0.0172,30,2.2,64.8,19,Docker,docker-yafrabase
4,0,0.0051,52,17.25,34,43,Docker,debian
4,2,0.0056,22,4.5,13.75,29,Docker,zulu-openjdk
12,3,76.1552,0,6.1818,70,71,Circle,base
6,0,0,0,4,24.3333,923,Circle,ruby
12,0,0.0055,18,10.4615,37.7692,16,Docker,distributed
26,3,124.152,186,1.7742,57.5806,503,Docker,debian
1,0,0.0514,0,0,14,25,Circle,debian
1,4,94.7589,0,4.5,17,293,Circle,core-box
1,2,208.122,0,5,17,99,Circle,core-box
2,4,224.962,0,2,22,321,Travis,websphere-liberty
1,2,225.289,0,4.6667,17,99,Circle,core-box
1,3,228.727,0,5,16,51,Circle,core-box
2,2,364.981,0,1,52,723,Travis,ubuntu
1,2,761.761,0,9,9,436,Travis,golang
4,0,0.0058,19,8.75,22.25,18,Docker,ubuntu
2,0,0.0071,17,1,19.5,11,Docker,java
3,0,769.139,0,12,29.5,451,Travis,base
7,9,0,0,6.1429,19.8571,125,Circle,build
1,1,0.0052,19,1,16,10,Docker,baseimage
2,3,0.0703,25,18,76,84,Docker,maven
1,0,37.9807,0,4,14,108,Circle,baseimage
3,2,62.9792,0,2,19.6667,51,Circle,base
2,0,1392.17,0,2,10.5,876,Travis,scratch
4,0,1.2172,11,1,18.25,14,Docker,alpine
6,2,0,0,2,21.6667,923,Circle,ruby
3,0,493.228,0,4.25,20.5,266,Circle,meteor-base
2,18,0.009,267,1,63.5,24,Docker,ubuntu
5,10,769.683,0,7,29,443,Travis,base
3,8,12.8416,0,2.6667,28,442,Circle,alpine
11,0,51.8739,80,4.1111,36.1111,103,Docker,php
1,0,0.0057,0,3,16.3333,41,Circle,debian
1,6,0.0057,0,4,18.4444,41,Circle,debian
1,8,0.0439,21,1,62,34,Docker,debian
1,8,1.6989,0,9,41,83,Circle,restweb
1,0,6.2188,20,7,20.5,31,Docker,ruby
3,1,8.4219,129,1.8571,31.1429,41,Docker,alpine-glibc
2,8,14.898,0,4,15,164,Travis,golang
1,1,22.5866,936,1,16,31,Docker,node
2,0,0.1637,12,3.3333,17.3333,13,Docker,jenkins
2,0,228.727,0,3,21,51,Circle,core-box
1,11,0,259,2,18,11,Docker,alpine
1,3,0.0043,35,1,26,12,Docker,debian
1,0,0.0715,27,5,11,12,Docker,mongodb-mms-agent-base
2,0,0.2264,0,6.1875,37.5625,49,Travis,ubuntu
1,0,0.9345,0,2,20,1123,Circle,centos
1,0,2.9346,27,5,17,3,Docker,ubuntu
2,17,61.9695,19,16,30,21,Docker,hadoop-docker
2,0,98.1166,0,8.6,12,267,Circle,ruby
3,0,369.967,0,0,9,264,Circle,alpine
3,0,6.7559,0,1.3333,15.6667,69,Travis,openjdk
2,24,0.0017,60,1,104,32,Docker,ubuntu
2,0,1.2384,29,1,9.5,15,Docker,java
4,2,64.9491,0,10,32.4,1606,Circle,ubuntu
8,0,151.886,0,20.4615,41.6923,916,Travis,ubuntu
6,0,71.8883,0,1,32.6667,285,Circle,fedora
2,0,0.0044,197,6,39,9,Docker,centos
1,5,0.0093,15,7,13.5,11,Docker,jenkins
1,2,0.0166,69,9,23,7,Docker,ruby23-base
3,0,0.037,41,4.25,25.75,37,Docker,java
2,0,220.16,0,3,22,91,Circle,core-box
2,0,281.928,0,3,22,126,Circle,core-box
3,19,717.775,0,2,32,2145,Circle,node
5,0,1271.74,0,6,29.5556,15319,Circle,ubuntu
7,0,1.0026,0,3,18.8333,16,Travis,rpi-node
1,8,0.0004,31,1,14,12,Docker,node
1,0,0.002,187,10,22,1,Docker,apache
2,11,0.0036,79,17.5,47.5,60,Docker,debian
2,0,76.6853,14,14.1111,39.6667,46,Docker,dockergui
11,0,0.0049,0,3.5,21.8,57,Travis,alpine
5,0,0.4726,0,5.5,24.25,42,Travis,chrome-headless-browser
2,0,0.0025,79,4,28.5,11,Docker,debian
1,0,0.023,22,6,17,50,Docker,ubuntu
2,0,0.0567,13,10,48,3,Docker,alpn-consul
2,0,1312.99,0,22.5926,33.0741,51,Travis,ubuntu
2,0,0.0025,14,8.5,35,47,Docker,base-image
2,19,721.256,0,1,8,4412,Circle,base
2,18,28.0398,0,2,21,91,Circle,alpine
1,0,36.5658,15,1,27,29,Docker,python
1,0,705.232,0,1,27,625,Travis,alpine-java
1,7,1089.4,0,3,18,417,Circle,openjdk
23,7,0.0773,296,22.25,87.6875,226,Docker,debian-debootstrap
1,4,0.0023,46,9,90,17,Docker,base
2,6,0.0049,0,0,26,57,Travis,alpine
1,5,0.0057,0,2.3333,19.3333,41,Circle,debian
1,14,0.1397,0,1,70,22,Travis,alpine
2,0,0.5667,112,3.6667,17.3333,11,Docker,alpine
1,16,64.0072,13,2,6,11,Docker,baseimage
3,16,0.0036,79,16,47,60,Docker,debian
1,0,0.0376,31,4.375,32.25,26,Docker,ubuntu
1,6,0.0439,21,1,59,34,Docker,debian
2,4,0.4726,0,6.25,35.75,42,Travis,chrome-headless-browser
1,0,0.7883,20,6,22,10,Docker,debian
2,0,0.3114,0,2.5,16,91,Circle,debian
1,0,0.0049,12,2,26,12,Docker,ubuntu
1,0,0.7945,11,13,28,13,Docker,alpine
2,0,0.0381,16,7.5,25.5,4,Docker,docker-jenkins-centos-base
2,4,54.2374,27,3.5,18,35,Docker,minimal-notebook
1,0,0.0032,228,4,11,61,Docker,debian
1,0,0.0052,19,1,16,10,Docker,baseimage
4,19,1.6989,0,6,19,83,Circle,restweb
2,0,1711.77,24,5.8571,31.2857,135,Docker,python
6,1,0.0545,0,5,33,30,Circle,ubuntu
8,5,0.0023,46,8,71,17,Docker,base
1,1,6.2188,20,7,20.5,31,Docker,ruby
1,2,1711.77,24,4,31.5,135,Docker,python
3,0,0.0114,35,4.6667,41.3333,10,Docker,systemuser
8,0,0.0813,0,9.875,28.25,44,Travis,php
1,0,16.672,0,3,7,65,Circle,ubuntu
3,10,526.864,0,1.014,7.5907,479,Travis,ubuntu
33,0,331.064,0,5.0167,61.1667,58,Travis,debian-debootstrap
1,0,235.081,0,6.4762,8.619,208,Circle,alpine
4,7,64.9491,0,6.75,24.75,1606,Circle,ubuntu
1,13,0.0022,17,7,38,28,Docker,ubuntu
1,0,0.0076,22,3,11,14,Docker,arch-base
1,0,0.0208,19,6,24,2,Docker,server-jre-8
1,13,5.0872,14,7,33.5,18,Docker,apache2-php7
1,5,62.9792,0,2,23,51,Circle,base
4,7,62.9792,0,2,23,51,Circle,base
2,0,265.887,0,4.25,15.5,47,Circle,core-box
4,1,364.981,0,1,52,723,Travis,ubuntu
1,2,424.04,0,3.5,10,75,Travis,buildroot_basic
1,14,0.0036,79,22,54,60,Docker,debian
1,12,0.0043,35,1,40,12,Docker,debian
1,0,139.006,0,12.3846,39.2308,174,Travis,ubuntu
3,15,721.256,0,1,6.4286,4412,Circle,base
5,11,92.7464,0,1,26,924,Travis,fpm-nginx
7,0,7.6219,0,24.2857,49.8571,174,Circle,ubuntu
6,0,11.2416,47,12.0769,65.5385,43,Docker,ubuntu
2,11,0.0017,60,5.5,55.5,32,Docker,ubuntu
1,0,7.7354,0,1,32,48,Travis,alpine
2,0,0.0186,19,5.5,33.5,3,Docker,ubuntu
2,8,0.1397,0,1,53,22,Travis,alpine
2,1,64.9491,0,6,27.6667,1606,Circle,ubuntu
11,4,9.0212,0,9.8,67.2,248,Circle,centos
1,0,0.0017,60,5,31,32,Docker,ubuntu
5,0,442.618,0,10.8462,53.2308,105,Travis,arm-pyinstaller
1,17,0.0036,79,14,42,60,Docker,debian
4,0,0.4248,36,1,43.25,19,Docker,archlinux-small
2,20,1.0262,14,6,29,9,Docker,java-centos
1,3,114.074,20,5,47,8,Docker,alpine
1,0,0,11,6,15,1,Docker,baseimage
3,3,71.8883,0,1,60,285,Circle,fedora
2,0,267.745,0,3,20,181,Circle,core-box
4,15,0.0017,60,1,71,32,Docker,ubuntu
9,0,0.0404,207,8.6364,56,26,Docker,cuda
5,0,1.3458,21,5.2,52.2,17,Docker,jenkins-master
1,16,19.93,0,2,37,88,Circle,alpine
1,1,114.074,20,4,45,8,Docker,alpine
2,0,208.122,0,3,21,99,Circle,core-box
1,1,228.727,0,3,21,51,Circle,core-box
2,1,0.0404,207,8.6364,56,26,Docker,cuda
2,14,151.209,27,7,16,171,Docker,ubuntu
5,3,76.6853,14,1.1111,8.5556,46,Docker,dockergui
1,0,1.8891,16,18,40,8,Docker,ubuntu
1,1,220.16,0,3,22,91,Circle,core-box
2,0,225.289,0,3,22,99,Circle,core-box
1,1,281.928,0,3,22,126,Circle,core-box
8,0,424.04,0,6.5455,25,75,Travis,buildroot_basic
2,10,296.855,0,15,86,141,Travis,baseimage
5,4,0.7945,11,3,49.8,13,Docker,alpine
1,11,52.0142,78,2.5,31,62,Docker,alpine
1,19,71.8883,0,1,37,285,Circle,fedora
1,11,0.0096,19,1,8,22,Docker,baseimage
1,3,0.0217,18,1,37,23,Docker,baseimage
1,0,28.9605,15,5,56.5,45,Docker,ubuntu
1,20,71.8883,0,1,37,285,Circle,fedora
2,5,0.001,290,3,23,10,Docker,debian
2,0,76.1552,0,6.875,38,71,Circle,base
1,1,1183.89,0,3.875,24.375,103,Circle,python
1,1,296.855,0,15,74,141,Travis,baseimage
1,9,769.683,0,7.25,31.25,443,Travis,base
2,0,0.0561,0,1,115.5,12,Travis,php
1,0,0.0045,11,8,51,11,Docker,php
2,13,71.8883,0,1,68.3333,285,Circle,fedora
1,0,0.1549,21,1,56,9,Docker,xenial
1,0,0.0023,46,6,62,17,Docker,base
16,7,76.1552,0,4.0625,62.0625,71,Circle,base
1,0,0.5516,17,1,54,19,Docker,fedora
2,5,76.1552,0,6,73,71,Circle,base
2,0,568.072,0,1.8571,48.4286,808,Travis,java
1,6,9.0212,0,5.8571,52.5714,248,Circle,centos
1,14,71.8883,0,1,68.3333,285,Circle,fedora
1,3,0.001,290,3,18,10,Docker,debian
1,4,0.001,290,3,18,10,Docker,debian
1,11,0.0561,0,1,115.5,12,Travis,php
