nSuccessBuild,timeFlag,ageAtCD,totalBuilds,nIssuesOfDockerfile,nLinesOfDockerfile,totalCommits,workflow,baseImage
1,2,50.2294,0,0,3,86,Travis,python
1,2,62.2769,39,8,17,31,Docker,elasticsearch
1,2,122.77,0,0,7,99,Circle,node
1,2,151.209,27,9.6,40.6,171,Docker,ubuntu
1,2,162.763,12,7,13.5,15,Docker,debian
1,2,200.918,0,0.4,12.8,180,Circle,alpine
1,2,209.99,42,1,7,39,Docker,alpine
1,2,281.928,0,4,17,126,Circle,core-box
1,2,296.855,0,2,4,141,Travis,baseimage
1,2,380.563,0,0.75,8.75,327,Travis,python
1,2,544.72,0,1,2,657,Circle,meteor-base
1,2,621.278,0,0,7,462,Travis,java
1,2,642.966,0,3.7692,9.2308,387,Travis,jdkydl
1,2,769.683,0,8,34,443,Travis,base
1,2,1089.4,0,1.8571,15,417,Circle,openjdk
1,2,1211.31,0,4,42,3186,Circle,python
1,2,1575.08,0,0,14,988,Circle,python
1,2,1644.88,0,4.3333,9.8333,509,Travis,debian
2,2,0,259,4,24,11,Docker,alpine
2,2,0.0019,11,3,13,9,Docker,node
2,2,0.0023,46,6,62,17,Docker,base
2,2,0.0041,13,1,3,2,Docker,golang
2,2,0.0055,93,4,8,14,Docker,fast-data-dev
2,2,0.0059,0,1,9,24,Circle,golang
2,2,0.0071,17,1,19,11,Docker,java
2,2,0.0073,16,10,72,13,Docker,debian
2,2,0.0097,22,1,7,5,Docker,ubuntu
2,2,0.0129,74,7,21.5,112,Docker,ubuntu
2,2,0.0142,17,1,12,10,Docker,debian
2,2,0.0172,11,2,7,18,Docker,baseimage
2,2,0.0249,64,1,7,13,Docker,catalog-docker-base
2,2,0.0253,12,2,11,8,Docker,alpine
2,2,0.0296,31,1,18,38,Docker,alpine
2,2,0.0386,69,1,10,34,Docker,baseimage
2,2,0.0512,17,0,4.6667,13,Docker,nginx
2,2,0.084,11,0,4,5,Docker,influxdb
2,2,0.1057,152,3,7,22,Docker,mesos
2,2,0.1349,28,1,52.2,25,Docker,base
2,2,0.5561,0,4.4286,54.2857,140,Travis,apache-php
2,2,1.6272,80,1,5,32,Docker,logstash
2,2,2.9346,27,5,17,3,Docker,ubuntu
2,2,4.7586,23,5.6667,62.6667,13,Docker,centos-r-base
2,2,7.9905,0,3,8,244,Circle,basebottle
2,2,14.1239,97,7,23,27,Docker,atlassian-docker
2,2,20.849,32,2,6.5,42,Docker,trusty
2,2,21.8894,0,2,5,364,Circle,alpine
2,2,29.8851,0,0,5,102,Circle,busybox
2,2,31.9798,36,4,33,42,Docker,centos
2,2,33.9518,0,2,5,98,Circle,node
2,2,37.405,0,2,4,47,Circle,busybox
2,2,98.0739,0,4,17,55,Circle,node
2,2,131.586,0,2,6.625,178,Circle,node
2,2,176.742,35,4.3333,14.7143,28,Docker,baseimage
2,2,314.648,50,3,17,45,Docker,alpine
2,2,349.282,0,2,5,196,Travis,java
2,2,386.751,23,4,22.7778,26,Docker,base
2,2,424.04,0,3.5,10,75,Travis,buildroot_basic
2,2,427.735,0,0,7,101,Travis,java
2,2,503.66,0,2.2857,7.8571,159,Travis,openjdk
2,2,573.165,0,1.5,33.75,1461,Travis,debian
2,2,656.702,0,1,4,802,Travis,java
3,2,0.0019,30,2,6,73,Docker,arch-mini
3,2,0.0025,79,4,28.5,11,Docker,debian
3,2,0.0034,39,1,28,30,Docker,alpine
3,2,0.0045,11,8,51,11,Docker,php
3,2,0.0047,57,3,17,1,Docker,centos
3,2,0.0052,19,1,16,10,Docker,baseimage
3,2,0.0053,318,2,6,7,Docker,debian
3,2,0.0056,22,4.5,13.75,29,Docker,zulu-openjdk
3,2,0.0113,0,1,9,39,Circle,golang
3,2,0.0131,207,1,15,39,Docker,openjdk
3,2,0.0164,108,1,14,16,Docker,alpine
3,2,0.0223,59,1,8,5,Docker,catalog-docker-base
3,2,0.052,47,4,14,7,Docker,ubuntu
3,2,0.0552,0,4.8889,11.3333,100,Circle,ubuntu
3,2,0.7945,11,12,28,13,Docker,alpine
3,2,1.3458,21,7,33,17,Docker,jenkins-master
3,2,1.8891,16,18,40,8,Docker,ubuntu
3,2,5.3457,14,1,12,6,Docker,ubuntu
3,2,10.3687,21,4,13,10,Docker,ubuntu
3,2,13.8249,22,5,24,48,Docker,ubuntu
3,2,27.9165,33,1.5,29.25,38,Docker,alpine-nginx
3,2,28.9605,15,5,56.5,45,Docker,ubuntu
3,2,29.0707,0,0,3,112,Circle,jetty
3,2,61.5269,16,5,24,7,Docker,alpine-base
3,2,110.195,0,0.75,38.75,386,Circle,python
3,2,151.886,0,20.4615,41.6923,916,Travis,ubuntu
3,2,155.068,0,9.875,13.875,420,Circle,ubuntu
3,2,191.968,0,4,11,209,Travis,debian
3,2,219.294,0,3,20,162,Circle,core-box
3,2,251.358,0,1.3333,4.3333,206,Travis,maven
3,2,356.443,0,4,14,78,Circle,python
3,2,371.673,0,3,19,56,Travis,alpine
3,2,438.017,0,4.6,16.2,112,Travis,node
3,2,670.046,0,5,9,85,Circle,ruby
3,2,670.858,0,5.2,27.9,710,Circle,baseimage
3,2,734.948,0,6,10,144,Circle,openjdk
4,2,0.0013,306,4,14.5,8,Docker,ubuntu
4,2,0.0036,79,6,25,60,Docker,debian
4,2,0.004,35,4,14,2,Docker,docker-bitrise-base
4,2,0.0044,23,5,11.5,14,Docker,ubuntu
4,2,0.0048,12,1,26,7,Docker,atlassian-base
4,2,0.0058,133,4,7,2,Docker,ubuntu
4,2,0.0059,196,1.3333,4,5,Docker,alpine
4,2,0.0083,13,6,22.3333,7,Docker,node
4,2,0.009,267,3.1538,29.4615,24,Docker,ubuntu
4,2,0.0097,26,9.4286,23.5714,31,Docker,ubuntu
4,2,0.0155,0,1,17,9,Travis,rpi-alpine
4,2,0.0342,65,2.6667,8,5,Docker,elk
4,2,0.0358,210,1,8,2,Docker,cflinuxfs2
4,2,0.0617,213,1,8,3,Docker,cflinuxfs2
4,2,0.1549,21,1,56,9,Docker,xenial
4,2,0.555,0,1,17,28,Travis,rpi-alpine
4,2,1.275,31,7,31,27,Docker,ubuntu
4,2,19.93,0,0,17,88,Circle,alpine
4,2,21.2345,0,2,16,4,Travis,rpi-raspbian
4,2,28.0398,0,1.3333,5,91,Circle,alpine
4,2,39.9654,254,2,15.4,41,Docker,centos
4,2,42.0784,0,1,8.2,71,Circle,golang
4,2,62.9792,0,2,19.6667,51,Circle,base
4,2,301.267,0,1,3,174,Circle,nginx
4,2,315.801,0,2,24.6667,78,Travis,alpine
4,2,377.098,0,3.4444,9.4444,178,Circle,alpine-node
4,2,427.177,0,1,18.8571,300,Travis,node
4,2,430.951,0,1,4.6667,203,Circle,scratch
4,2,458.166,0,1,2,1837,Circle,meteor-base
4,2,459.57,0,0.6667,4,442,Travis,nginx
4,2,690.974,0,1,5.8,302,Travis,viws
4,2,1036.21,0,1,4,121,Circle,busybox
5,2,0.001,173,5.6667,15.5,27,Docker,debian
5,2,0.0018,162,2,7,9,Docker,systemd
5,2,0.0101,77,6.2143,21.8571,35,Docker,base-debian
5,2,0.0106,542,6,10,3,Docker,ubuntu
5,2,0.0184,34,2.6667,9,3,Docker,jenkins
5,2,0.0208,19,6,22,2,Docker,server-jre-8
5,2,0.0632,0,1,17,8,Travis,rpi-alpine
5,2,0.0715,27,3,9,12,Docker,mongodb-mms-agent-base
5,2,0.0773,296,40,142,226,Docker,debian-debootstrap
5,2,0.1397,0,1,31.5,22,Travis,alpine
5,2,0.1559,0,2,4,55,Circle,alpine
5,2,0.709,0,0,8.8571,48,Circle,node
5,2,0.7883,20,6,24,10,Docker,debian
5,2,1.5897,0,5,20,69,Circle,node
5,2,2.882,61,11,32.1667,12,Docker,alpn-consul
5,2,30.0052,0,1,7,67,Circle,nginx
5,2,97.8665,0,0,18,52,Circle,alpine
5,2,123.565,0,0,6.6,52,Circle,node
5,2,128.551,0,3,6.25,218,Travis,oracle-jdk
5,2,139.006,0,10,46,174,Travis,ubuntu
5,2,218.159,0,2,18,211,Travis,haproxy
5,2,224.962,0,3,12,321,Travis,websphere-liberty
5,2,245.74,0,0,4.5,321,Travis,scratch
5,2,394.062,0,3,5,68,Circle,None
5,2,513.509,0,1.1111,4.7778,151,Travis,java
5,2,628.195,0,2,4,361,Travis,java
5,2,708.75,0,2,12,99,Travis,alpine
5,2,743.81,0,11.5,33,167,Travis,python
5,2,769.139,0,12,29.5,451,Travis,base
5,2,896.422,0,3,22,2981,Travis,base
5,2,1274.53,0,7,20,1684,Travis,ubuntu
6,2,0.0022,56,0.3182,14.3636,55,Docker,alpine
6,2,0.0039,35,1,35,16,Docker,alpine
6,2,0.0047,81,5,30,15,Docker,jenkins
6,2,0.0053,84,6,14,12,Docker,docker-bitrise-base
6,2,0.0064,111,0,2,4,Docker,rabbitmq
6,2,0.0098,0,3,10,5,Travis,alpine
6,2,0.0166,69,9,23,7,Docker,ruby23-base
6,2,0.0168,95,0.5,5,5,Docker,centos
6,2,0.0203,22,9,22.6667,16,Docker,baseimage
6,2,0.1731,0,1,26,95,Circle,debian
6,2,1.2172,11,1,18.25,14,Docker,alpine
6,2,1.5431,0,1,8,38,Circle,ruby-base
6,2,1.8103,0,0,12.6667,54,Circle,node
6,2,2.4809,14,0,3.6667,14,Docker,golang
6,2,6.2188,20,7,20.5,31,Docker,ruby
6,2,61.9695,19,9,21,21,Docker,hadoop-docker
6,2,75.0452,0,1,10,302,Travis,java
6,2,151.091,0,3.75,9.25,55,Travis,nginx
6,2,220.16,0,4.3333,17,91,Circle,core-box
6,2,432.097,0,1,10,393,Travis,python
6,2,521.417,0,1,10.5,141,Travis,node
6,2,686.942,0,2,3,117,Travis,nginx
7,2,0.001,290,3,18,10,Docker,debian
7,2,0.0031,75,4.3333,8.6667,3,Docker,jenkins-build-base
7,2,0.0032,24,6.5714,18.5714,21,Docker,centos
7,2,0.0035,15,2.25,10,10,Docker,jnlp-slave
7,2,0.0121,16,6,10.5,5,Docker,baseimage
7,2,0.0177,0,8.3235,19.2353,32,Travis,fedora
7,2,0.0381,16,7.5,25.5,4,Docker,docker-jenkins-centos-base
7,2,0.3458,41,3,8,19,Docker,spark-base
7,2,2.0215,33,3,7,1,Docker,python
7,2,35.9786,171,10.5714,9.2857,21,Docker,ubuntu
7,2,131.033,0,1,6.5,47,Travis,node
7,2,217.199,0,3,13.8,400,Travis,websphere-liberty
7,2,252.925,119,3.9355,18.0968,76,Docker,alpine
7,2,433.042,0,6.5,14,823,Travis,golang
7,2,642.134,0,0.25,5,239,Circle,java
7,2,758.624,0,2,9,256,Travis,golang
7,2,1277.01,0,1.6667,11.6667,6221,Circle,cyclus-deps
8,2,0.0017,63,8.75,35.25,17,Docker,baseimage
8,2,0.0023,18,1,2,12,Docker,mcollectived
8,2,0.0114,35,6,47,10,Docker,systemuser
8,2,0.0294,94,2,41.6667,4,Docker,ubuntu
8,2,0.037,41,4,14.1667,37,Docker,java
8,2,0.1314,20,5.5,13.75,18,Docker,jnlp-slave
8,2,0.1493,152,4,9.6667,4,Docker,java
8,2,0.3114,0,2.5,16,91,Circle,debian
8,2,65.0834,43,1,25.5,383,Docker,node
8,2,87.0817,0,1,7,51,Travis,rust
8,2,124.152,186,2.2,26.9,503,Docker,debian
8,2,146.595,0,6,14.8,273,Travis,websphere-liberty
8,2,204.008,0,8,16,448,Travis,nginx
8,2,369.967,0,0,9,264,Circle,alpine
8,2,500.026,0,16,32,85,Circle,diaspora-docker
8,2,500.114,0,7.5,25.5,173,Travis,python
8,2,526.864,0,0.6667,6.1667,479,Travis,ubuntu
8,2,550.778,0,0,8,936,Circle,node
8,2,619.935,0,4,48,327,Circle,golang
8,2,645.817,55,10,41,273,Docker,node
8,2,955.066,0,2,7,609,Circle,node
8,2,1116.14,0,1,4,1625,Circle,cyclus
9,2,0.0013,73,0,3,1,Docker,ruby
9,2,0.0098,77,8,90.75,79,Docker,php
9,2,0.0233,118,5,6,21,Docker,debian
9,2,0.0855,173,1,15.1875,48,Docker,alpine-glibc
9,2,0.7054,299,1.8,7.2,22,Docker,wordpress
9,2,1.1459,0,4.3333,12,131,Travis,centos
9,2,7.0563,0,3,18,130,Circle,alpine-base
9,2,7.8564,0,1.5833,6.6667,164,Circle,jetty
9,2,23.1293,0,0.8,3.2,157,Circle,java
9,2,23.9849,39,1,6,49,Docker,golang
9,2,25.4439,0,0,9,32,Circle,scratch
9,2,30.8876,0,1,8,58,Travis,java
9,2,123.587,0,1,3,77,Circle,nginx
9,2,187.126,0,2.125,6.875,601,Circle,python
9,2,208.122,0,5,17,99,Circle,core-box
9,2,225.289,0,4.6667,17,99,Circle,core-box
9,2,226.105,0,1,9.1818,372,Travis,node
9,2,342.655,0,1,2,275,Circle,meteor-base
9,2,618.774,0,1.7143,14.7143,418,Circle,busybox
9,2,701.089,0,8.1667,9.5,832,Travis,golang
9,2,897.147,0,0,10,258,Circle,ruby
9,2,938.294,224,2,5,340,Docker,base
10,2,0.002,187,10,22,1,Docker,apache
10,2,0.0026,123,4,11,2,Docker,debian
10,2,0.0036,103,2,16.3333,105,Docker,alpine
10,2,0.0064,126,5,6,1,Docker,postgres
10,2,0.0212,77,4,15,3,Docker,alpine
10,2,0.0638,182,4,19,49,Docker,baseimage-oraclejdk
10,2,0.2394,0,21,19.75,161,Circle,ubuntu-server
10,2,0.3279,21,1.8333,3,17,Docker,busybox
10,2,3.3336,0,2.6667,10.3333,103,Circle,maven
10,2,4.3663,0,3.125,7.875,134,Travis,mono
10,2,7.7354,0,1,31.5,48,Travis,alpine
10,2,8.0164,0,3.5714,37.2857,197,Travis,ubuntu
10,2,11.2416,47,10.2857,79.8571,43,Docker,ubuntu
10,2,82.3704,0,0,8,71,Circle,node
10,2,110.865,0,1,5.3333,197,Travis,java
10,2,331.064,0,5.0167,61.1667,58,Travis,debian-debootstrap
10,2,540.94,0,1.5,5,176,Travis,openjdk
10,2,786.55,0,12,23,2304,Travis,php
10,2,841.838,0,2,7,436,Circle,node
10,2,1392.17,0,2,10.5,876,Travis,scratch
11,2,0.0012,95,1.3333,9.3333,3,Docker,alpine
11,2,0.1352,245,7.8,26.2,44,Docker,golang
11,2,0.185,0,5,9.25,93,Circle,racket
11,2,160.07,0,1.5,9.5,562,Travis,node
11,2,539.112,0,5,10,108,Circle,node
12,2,0.0009,25,2,4,13,Docker,alpine
12,2,0.0017,60,5,38,32,Docker,ubuntu
12,2,0.0021,161,14,27,19,Docker,debian
12,2,7.6219,0,28.1111,63,174,Circle,ubuntu
12,2,149.07,0,6,11,54,Circle,ubuntu
12,2,226.178,0,6,15.6667,342,Travis,websphere-liberty
12,2,900.704,0,0.2381,14.8095,1848,Circle,php
13,2,0.002,111,3,6,5,Docker,ubuntu
13,2,0.5667,112,3.6667,17.3333,11,Docker,alpine
13,2,0.7811,32,5,13,24,Docker,ubuntu-perl-phatch
13,2,2.8878,0,3,13,47,Travis,java
13,2,5.0017,87,3,16,107,Docker,java
13,2,28.0393,87,1,14,17,Docker,python
14,2,0.0542,22,1,13,17,Docker,debian
14,2,0.1751,330,9.5,11.5,4,Docker,nginx
14,2,39.0562,0,2,14,701,Circle,slidehub-base
14,2,95.0106,31,0.7778,4.2222,65,Docker,alpine
15,2,0.0315,123,3,18,11,Docker,php
15,2,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
15,2,12.8416,0,9.3333,43.3333,442,Circle,alpine
15,2,23.1062,143,1,35,239,Docker,ubuntu
15,2,141.097,262,8,10,515,Docker,python
15,2,489.985,0,0.9091,7.4545,284,Travis,node
15,2,574.018,48,11.5,16.5,708,Docker,fedora
16,2,0.0035,243,1,11.5,27,Docker,alpine
16,2,0.0098,176,6,4,4,Docker,jenkins
16,2,0.0246,82,2.1667,34.3333,110,Docker,ubuntu
16,2,1.4688,32,1.4286,12,42,Docker,node
16,2,286.854,0,2,5,355,Travis,busybox
16,2,755.805,0,0,12.3333,185,Circle,python
16,2,1101.1,0,5,7,1188,Travis,plone
17,2,0.0287,88,1.7647,15,19,Docker,nodejs
17,2,220.475,0,2,3,609,Circle,meteor-base
18,2,0.0183,143,1,3,21,Docker,alpine
18,2,0.04,254,1.4,51,36,Docker,php
18,2,92.7464,0,1,25.4444,924,Travis,fpm-nginx
19,2,0,411,2,7,1,Docker,python
19,2,0.0083,243,1,2,2,Docker,node
19,2,0.0404,207,8.6364,56,26,Docker,cuda
19,2,2.7616,106,5,11,165,Docker,nginx
19,2,73.0325,0,2,4.4,577,Travis,nginx
19,2,364.981,0,1,52,723,Travis,ubuntu
19,2,901.904,0,2,7,372,Circle,node
19,2,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
20,2,0.0004,137,3,3,1,Docker,prometheus
20,2,0.0024,986,1,4,10,Docker,opensuse
20,2,218.499,0,1,10.3056,269,Circle,verse
21,2,0.0029,754,4,8,6,Docker,gitlab-ce
21,2,1.9786,0,1,2,93,Travis,nginx
22,2,0.0037,48,1,12,13,Docker,alpine
23,2,0.0041,122,4.5,3,5,Docker,ubuntu
23,2,64.2844,0,2,10,164,Travis,alpine-node
23,2,222.737,0,3,22,4831,Circle,alpine-java
24,2,0.0263,109,5.5,6,4,Docker,node
24,2,0.064,115,5,7.3333,5,Docker,ubuntu-php
24,2,0.7568,0,1,8,134,Circle,debian
24,2,345.935,0,1,10.6667,421,Circle,alpine
25,2,0.0026,167,2,5,2,Docker,nginx
25,2,0.0029,248,1,8,2,Docker,tomcat
25,2,0.0251,27,1,6.5,64,Docker,php
26,2,0.0045,418,3,9,5,Docker,golang
26,2,0.0077,57,7,27,59,Docker,jenkernetes
26,2,72.5254,0,1.5,7,55,Circle,erlang18
27,2,0.0068,346,0,3,17,Docker,node
27,2,110.1,0,1.25,14.75,1273,Circle,alpine-build
28,2,0.139,0,2.4615,11.0769,14,Travis,alpine
28,2,16.2142,347,4.5556,5.1111,32,Docker,nginx
28,2,70.3905,0,2.4,7,179,Travis,docker-rails
28,2,353.155,110,7,6,489,Docker,anaconda
29,2,0.0017,340,2,8.25,14,Docker,debian
29,2,0.0085,139,3.5,41.5,30,Docker,centos
29,2,0.0132,151,1,14,11,Docker,centos
30,2,0.003,179,1,20.6667,10,Docker,jenkins-slave
30,2,0.0044,197,6,39,9,Docker,centos
30,2,0.0053,288,5,12.5,8,Docker,node
31,2,0.0086,0,11.25,19.25,852,Circle,docker-perl-app-base
31,2,0.4726,0,7,24,42,Travis,chrome-headless-browser
31,2,242.423,0,4.0476,24.0952,581,Travis,alpine
33,2,301.246,0,2,8.6667,1809,Travis,node
33,2,568.072,0,1.8571,48.4286,808,Travis,java
33,2,705.232,0,1,17,625,Travis,alpine-java
34,2,0.0031,705,7,15.25,4,Docker,php
35,2,0.0041,295,1,5.5,58,Docker,kgs
35,2,20.9747,0,2,8.5,69,Circle,alpine
35,2,62.9529,0,3,17,166,Circle,python
35,2,493.228,0,7.5,16.6,266,Circle,meteor-base
36,2,0.0036,280,1.25,13,5,Docker,java
36,2,29.3739,0,2,20.1875,1289,Circle,centos
37,2,717.775,0,0,8.4444,2145,Circle,node
38,2,0.0007,190,1.5,18.5,14,Docker,haproxy
38,2,94.7589,0,3,22,293,Circle,core-box
39,2,0.004,187,1,16,1,Docker,debian
40,2,0.0188,377,2,4,1,Docker,debian
40,2,54.1992,0,0.8571,6.7143,272,Circle,parkmap
40,2,860.737,0,1,3,2140,Travis,buildstep
41,2,198.945,0,3,9.5,621,Travis,ruby
42,2,6.0182,129,13,21.5,141,Docker,debian
42,2,72.4841,0,0,5,205,Circle,alpine
43,2,0.0031,94,2,7,1,Docker,alpine
43,2,0.0069,0,7.75,18.75,64,Circle,docker-perl-app-base
45,2,194.171,0,2,5.3333,376,Travis,alpine-java
46,2,0.0014,848,4,21.8571,30,Docker,php
46,2,468.727,778,6.1,38,35,Docker,nginx
46,2,668.488,0,4.2632,9.7368,604,Circle,ubuntu
48,2,0,0,2,21.6667,923,Circle,ruby
48,2,183.34,0,1.3333,11,846,Travis,node
48,2,502.981,0,4,15.3333,365,Travis,python
50,2,0.1622,804,4,3,3,Docker,nodejs-bower-grunt
50,2,182.067,0,0,8,893,Circle,node
52,2,0.1232,0,3,5,194,Circle,nginx
52,2,12.0208,0,0.6667,5.7778,114,Circle,tomcat
52,2,200.961,0,4,16,762,Circle,alpine-glibc
53,2,64.9491,0,10,32.4,1606,Circle,ubuntu
53,2,82.9521,0,1,6.6667,927,Travis,lewis-depends
54,2,0.002,189,2,5.1667,8,Docker,mesos-dns
54,2,36.036,0,0,4,1208,Circle,alpine
54,2,398.136,0,9,17,521,Circle,docker-perl-app-base
55,2,0.9345,0,2,20.4286,1123,Circle,centos
57,2,23.0597,0,2,6.6667,4106,Circle,alpine
58,2,224.738,0,1.5,6,2974,Circle,golang
60,2,8.0457,0,1.5,7.5,128,Travis,node
61,2,734.907,0,1,38.3333,2760,Travis,buildenv
62,2,0.0016,503,0,2,5,Docker,php
63,2,0.0049,0,2.0588,21.2941,57,Travis,alpine
63,2,0.0064,643,3,10,5,Docker,java
63,2,0.7265,575,1,17.3333,8,Docker,java
66,2,903.901,0,0,10,3820,Circle,node
67,2,22.5866,936,1,16,31,Docker,node
69,2,120.021,0,2,8.3333,1847,Circle,ruby
85,2,721.256,0,1,32,4412,Circle,base
88,2,769.393,0,0,3,6476,Travis,pycbc-base-el7
96,2,27.9552,0,1,9,111,Travis,python
96,2,387.764,0,0,3,152,Travis,node
102,2,1059.15,0,2.7143,6.7143,17849,Circle,build_env
111,2,23.8922,0,1,5,323,Travis,openjdk
118,2,30.8583,1000,6,14,4,Docker,debian
133,2,0.8634,199,7.4138,38.6897,42,Docker,d-apache-openssl
155,2,7.0611,0,1,9,684,Circle,basejava
156,2,0.0516,354,1,21.5,2,Docker,php
206,2,25.0743,0,3,5,323,Circle,nginx
327,2,60.9955,0,0,7.75,376,Travis,alpine-node
456,2,582.039,0,1.8571,69.381,4710,Travis,debian
1,3,0,259,4,24,11,Docker,alpine
1,3,0.0012,36,5.5,9.5,2,Docker,base-mate
1,3,0.0026,21,0,8.75,18,Docker,alpine
1,3,0.0032,24,6,16,21,Docker,centos
1,3,0.0035,15,2,11,10,Docker,jnlp-slave
1,3,0.0036,14,6,11,4,Docker,spidervnc-base
1,3,0.0037,48,1,12,13,Docker,alpine
1,3,0.0038,16,2.5,14.5,11,Docker,centos
1,3,0.0051,52,19,33,43,Docker,debian
1,3,0.0059,0,1,9,24,Circle,golang
1,3,0.0072,128,2,6,3,Docker,debian
1,3,0.0097,48,2,3,54,Docker,cedarish
1,3,0.0097,26,9,23,31,Docker,ubuntu
1,3,0.0101,77,6.2143,21.8571,35,Docker,base-debian
1,3,0.0145,15,2.6667,8.6667,16,Docker,jenkins-docker
1,3,0.0163,11,5,17,5,Docker,ubuntu
1,3,0.0171,12,2,19.4,9,Docker,alpine
1,3,0.0171,21,5,16,29,Docker,ubuntu
1,3,0.0217,18,1,37,23,Docker,baseimage
1,3,0.0233,118,5,6,21,Docker,debian
1,3,0.0299,0,0,5,26,Travis,alpine-oraclejdk8
1,3,0.0319,36,8,25,16,Docker,d-node
1,3,0.0342,65,2.6667,8,5,Docker,elk
1,3,0.0356,16,1,8,8,Docker,alpine
1,3,0.0567,13,10,48,3,Docker,alpn-consul
1,3,0.0574,39,1,17.5,9,Docker,ssh-hpn-x
1,3,0.0703,25,18,76,84,Docker,maven
1,3,0.1137,0,4,28,46,Travis,ubuntu
1,3,0.1349,28,1,52.2,25,Docker,base
1,3,0.1731,0,1,26,95,Circle,debian
1,3,0.185,0,0,2.5,93,Circle,racket
1,3,0.4248,36,1,43.25,19,Docker,archlinux-small
1,3,0.709,0,0,8.8571,48,Circle,node
1,3,2.0215,33,3,7,1,Docker,python
1,3,2.1497,0,4,15,47,Circle,core-box
1,3,2.4295,65,9,16,55,Docker,baseimage
1,3,3.7488,13,2,13,36,Docker,sonarqube
1,3,3.8613,95,1,10.6667,346,Docker,debian
1,3,3.9063,15,5,28,15,Docker,openjdk
1,3,5.0292,79,4,14,42,Docker,centos
1,3,7.8564,0,1.5833,6.6667,164,Circle,jetty
1,3,8.4219,129,1.8571,31.1429,41,Docker,alpine-glibc
1,3,10.8772,0,0.4,4.8,62,Circle,java
1,3,13.0814,0,0,12,49,Circle,alpine-ruby
1,3,16.672,0,3,7,65,Circle,ubuntu
1,3,19.886,29,3.7778,25.6667,44,Docker,ubuntu-16-nginx-php-phpmyadmin
1,3,19.9254,16,4,10,35,Docker,python
1,3,21.8894,0,2,5,364,Circle,alpine
1,3,42.7462,0,4,14,89,Travis,python
1,3,62.9792,0,2.1429,20.7143,51,Circle,base
1,3,95.0106,31,0.7778,4.2222,65,Docker,alpine
1,3,114.074,20,5,47,8,Docker,alpine
1,3,131.033,0,1,6.5,47,Travis,node
1,3,151.886,0,20.4615,41.6923,916,Travis,ubuntu
1,3,162.763,12,7,13.5,15,Docker,debian
1,3,178.519,11,0,8,4,Docker,alpine
1,3,202.327,0,0,1.5,242,Travis,python
1,3,245.74,0,0,4.5,321,Travis,scratch
1,3,267.745,0,4.6667,14.3333,181,Circle,core-box
1,3,314.648,50,3,17,45,Docker,alpine
1,3,377.098,0,3.4444,9.4444,178,Circle,alpine-node
1,3,424.04,0,3,11,75,Travis,buildroot_basic
1,3,459.57,0,0.6667,4,442,Travis,nginx
1,3,459.855,0,5,16,1083,Travis,litiv-base
1,3,500.026,0,16,32,85,Circle,diaspora-docker
1,3,513.509,0,1.1111,4.7778,151,Travis,java
1,3,690.974,0,1,5.8,302,Travis,viws
1,3,896.422,0,3,22,2981,Travis,base
1,3,1211.31,0,4,42,3186,Circle,python
1,3,1380.53,0,1,10,336,Circle,ruby
2,3,0.0017,60,5,39,32,Docker,ubuntu
2,3,0.0018,28,6,9,26,Docker,barridocker
2,3,0.0024,768,17,19,15,Docker,python
2,3,0.0025,79,4,28.5,11,Docker,debian
2,3,0.0026,123,4,11,2,Docker,debian
2,3,0.003,15,1,11.6667,22,Docker,dotnet
2,3,0.0041,11,4,10,4,Docker,debian
2,3,0.0044,23,7,17.5,14,Docker,ubuntu
2,3,0.005,11,6,22,4,Docker,keycloak
2,3,0.0055,93,4,8,14,Docker,fast-data-dev
2,3,0.0059,196,1.3333,4,5,Docker,alpine
2,3,0.0077,57,7,27,59,Docker,jenkernetes
2,3,0.0096,19,4,24,22,Docker,baseimage
2,3,0.0212,77,4,15,3,Docker,alpine
2,3,0.0253,12,2,11,8,Docker,alpine
2,3,0.0272,19,2,8,4,Docker,centos
2,3,0.0278,0,5,15,20,Travis,python
2,3,0.028,48,2,4,65,Docker,mu-ruby-template
2,3,0.0296,31,1,18,38,Docker,alpine
2,3,0.0386,69,1,10,34,Docker,baseimage
2,3,0.0411,88,3,11,3,Docker,frankenlibc
2,3,0.0439,11,7,12,1,Docker,ubuntu
2,3,0.0464,30,9,36,13,Docker,php
2,3,0.0542,22,1,13,17,Docker,debian
2,3,0.0595,0,2,7,135,Circle,node
2,3,0.1,13,4,5,18,Docker,dind
2,3,0.1041,0,24,30,46,Circle,ubuntu
2,3,0.1092,19,5,11,18,Docker,nginx
2,3,0.1397,0,1,33.5,22,Travis,alpine
2,3,0.1559,0,2,4,55,Circle,alpine
2,3,0.3458,41,3.5,9.5,19,Docker,spark-base
2,3,0.7811,32,5,13,24,Docker,ubuntu-perl-phatch
2,3,1.275,31,7,31,27,Docker,ubuntu
2,3,1.8103,0,0,12.6667,54,Circle,node
2,3,4.7586,23,5.6667,62.6667,13,Docker,centos-r-base
2,3,9.0212,0,3.6667,42.6667,248,Circle,centos
2,3,11.2416,47,10,82.5,43,Docker,ubuntu
2,3,13.8249,22,5,25,48,Docker,ubuntu
2,3,20.849,32,2,6.5,42,Docker,trusty
