nSuccessBuild,timeFlag,ageAtCD,totalBuilds,nIssuesOfDockerfile,nLinesOfDockerfile,totalCommits,workflow,baseImage
10,5,94.7589,0,4.5,17,293,Circle,core-box
10,5,769.683,0,8,34,443,Travis,base
10,5,897.147,0,0,10,258,Circle,ruby
11,5,0.0007,190,1.5,18.5,14,Docker,haproxy
11,5,0.002,187,10,22,1,Docker,apache
11,5,0.0025,79,4,28.5,11,Docker,debian
11,5,0.0026,167,2,5,2,Docker,nginx
11,5,0.0058,19,10,27,18,Docker,ubuntu
11,5,0.0098,176,6,4,4,Docker,jenkins
11,5,0.0223,59,1,8,5,Docker,catalog-docker-base
11,5,0.0249,64,1,7,13,Docker,catalog-docker-base
11,5,8.4219,129,3,38,41,Docker,alpine-glibc
11,5,29.0707,0,0,3,112,Circle,jetty
11,5,29.8851,0,0,6,102,Circle,busybox
11,5,64.2844,0,2,10,164,Travis,alpine-node
11,5,110.1,0,1.25,14.75,1273,Circle,alpine-build
11,5,353.155,110,7,6,489,Docker,anaconda
11,5,642.966,0,4,9,387,Travis,jdkydl
11,5,896.422,0,3,22,2981,Travis,base
12,5,0.0183,143,1,6,21,Docker,alpine
12,5,0.1352,245,8,27,44,Docker,golang
12,5,30.0052,0,1,7,67,Circle,nginx
12,5,242.423,0,4.0476,24.0952,581,Travis,alpine
12,5,286.854,0,2,5,355,Travis,busybox
12,5,1277.01,0,1.6667,11.6667,6221,Circle,cyclus-deps
13,5,0.004,187,1,16,1,Docker,debian
13,5,0.0132,151,1,14,11,Docker,centos
13,5,0.04,254,1,59,36,Docker,php
13,5,37.9807,0,4,14,108,Circle,baseimage
13,5,39.9654,254,2,15.4,41,Docker,centos
13,5,198.945,0,3,9.5,621,Travis,ruby
13,5,1211.31,0,2,25.1667,3186,Circle,python
14,5,0.0315,123,3,18,11,Docker,php
14,5,12.8416,0,10,43,442,Circle,alpine
14,5,217.199,0,3,19,400,Travis,websphere-liberty
14,5,550.778,0,0,8,936,Circle,node
14,5,568.072,0,1.8571,48.4286,808,Travis,java
15,5,0.0022,56,0.8,12.8,55,Docker,alpine
15,5,0.0072,128,2,6,3,Docker,debian
15,5,0.7054,299,1.8,7.2,22,Docker,wordpress
15,5,204.008,0,8,16,448,Travis,nginx
15,5,251.358,0,1,6,206,Travis,maven
15,5,252.925,119,3.9355,18.0968,76,Docker,alpine
15,5,433.042,0,6.5,14,823,Travis,golang
15,5,769.139,0,12,29.5,451,Travis,base
15,5,938.294,224,2.6667,7,340,Docker,base
16,5,0.0031,75,4.3333,8.6667,3,Docker,jenkins-build-base
16,5,0.0233,118,5,6,21,Docker,debian
16,5,3.3336,0,2.6667,10.3333,103,Circle,maven
16,5,7.9905,0,3,18.6,244,Circle,basebottle
16,5,92.7464,0,1,28.3333,924,Travis,fpm-nginx
17,5,0.001,173,5.6667,15.5,27,Docker,debian
17,5,0.0032,228,6,16,61,Docker,debian
17,5,20.9747,0,2,8.5,69,Circle,alpine
17,5,25.0743,0,3,5,323,Circle,nginx
17,5,345.935,0,1,10.6667,421,Circle,alpine
18,5,0.0045,418,3,9,5,Docker,golang
18,5,364.981,0,1,55,723,Travis,ubuntu
18,5,378.905,0,2.6667,16.6667,293,Travis,node-chrome
19,5,0.0024,986,1,4,10,Docker,opensuse
19,5,0.0026,123,4,11,2,Docker,debian
20,5,0.1057,152,2,7,22,Docker,mesos
21,5,0.0083,243,1,2,2,Docker,node
21,5,29.3739,0,2,20.5,1289,Circle,centos
21,5,717.775,0,0,8,2145,Circle,node
22,5,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
22,5,22.5866,936,1,14,31,Docker,node
22,5,1575.08,0,0,14,988,Circle,python
23,5,860.737,0,1,3,2140,Travis,buildstep
24,5,0.001,290,3,23,10,Docker,debian
24,5,16.2142,347,4.5556,5.1111,32,Docker,nginx
24,5,387.764,0,0,3,152,Travis,node
25,5,0.0064,111,0,2,4,Docker,rabbitmq
25,5,0.1622,804,4,3,3,Docker,nodejs-bower-grunt
25,5,226.105,0,1,9.1818,372,Travis,node
25,5,432.097,0,1,10,393,Travis,python
26,5,0.0029,248,1,8,2,Docker,tomcat
26,5,0.0029,754,4,8,6,Docker,gitlab-ce
27,5,0.1732,229,6,45,44,Docker,baseimage
27,5,182.067,0,0,8,893,Circle,node
27,5,331.064,0,4.7333,66.3667,58,Travis,debian-debootstrap
28,5,0.4726,0,6.8,28.4,42,Travis,chrome-headless-browser
29,5,0.0035,243,1,11,27,Docker,alpine
29,5,0.139,0,2.4615,11.0769,14,Travis,alpine
30,5,0.0047,81,5,31,15,Docker,jenkins
30,5,841.838,0,2,7,436,Circle,node
32,5,0.0036,280,1.25,13,5,Docker,java
32,5,0.0049,0,0,26,57,Travis,alpine
32,5,30.8583,1000,6,14,4,Docker,debian
32,5,668.488,0,4.2632,9.7368,604,Circle,ubuntu
33,5,0.0086,0,11.25,19.25,852,Circle,docker-perl-app-base
33,5,0.0855,173,1,19.5,48,Docker,alpine-glibc
33,5,141.097,262,8.4444,10.6667,515,Docker,python
34,5,0.0044,197,6,39,9,Docker,centos
34,5,7.0611,0,1,9.6667,684,Circle,basejava
34,5,187.126,0,2.125,6.875,601,Circle,python
37,5,0.0031,705,7,15.25,4,Docker,php
37,5,0.0053,288,5,12.5,8,Docker,node
37,5,301.246,0,2,7.2,1809,Travis,node
40,5,398.136,0,9,17,521,Circle,docker-perl-app-base
41,5,39.0562,0,2,14,701,Circle,slidehub-base
42,5,0.0068,346,0,3,17,Docker,node
43,5,82.9521,0,1,7.5,927,Travis,lewis-depends
44,5,468.727,778,6.1,38,35,Docker,nginx
47,5,0.0014,848,4,21.8571,30,Docker,php
53,5,167.098,0,1,11.5,141,Travis,scratch
55,5,164.087,0,0,9.5714,876,Circle,node
56,5,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
67,5,64.9491,0,1,32.5,1606,Circle,ubuntu
72,5,0.0017,340,2,8.25,14,Docker,debian
72,5,0.7265,575,1,17.3333,8,Docker,java
74,5,224.738,0,2,7,2974,Circle,golang
79,5,786.55,0,3.6667,14.8333,2304,Travis,php
80,5,120.021,0,2,8.3333,1847,Circle,ruby
82,5,0.9345,0,2,20,1123,Circle,centos
91,5,0.0041,295,1,8,58,Docker,kgs
98,5,60.9955,0,0,6,376,Travis,alpine-node
103,5,656.702,0,1,4,802,Travis,java
104,5,36.036,0,0,4,1208,Circle,alpine
110,5,721.256,0,1,32,4412,Circle,base
122,5,1059.15,0,2.7143,6.7143,17849,Circle,build_env
129,5,1153.66,0,2,7,4509,Circle,node
131,5,1.1881,954,3,4,7,Docker,php
133,5,0.0064,643,3,10,5,Docker,java
140,5,903.901,0,1.8182,27.5,3820,Circle,node
145,5,12.0208,0,0.6667,5.7778,114,Circle,tomcat
160,5,200.961,0,3,12,762,Circle,alpine-glibc
175,5,23.0597,0,2.0417,8.875,4106,Circle,alpine
388,5,582.039,0,1,51.4706,4710,Travis,debian
1,6,0,0,2,21.6667,923,Circle,ruby
1,6,0.0006,14,3,6.6667,17,Docker,ruby
1,6,0.0008,0,7.9,15,401,Circle,docker-perl-app-base
1,6,0.0012,13,2,10,1,Docker,archlinux
1,6,0.0012,95,1.3333,9.3333,3,Docker,alpine
1,6,0.0025,79,4,30,11,Docker,debian
1,6,0.0026,21,0,8,18,Docker,alpine
1,6,0.0032,24,6,16,21,Docker,centos
1,6,0.0033,27,7,27,18,Docker,ubuntu
1,6,0.0044,23,6,17,14,Docker,ubuntu
1,6,0.0085,160,3,13,15,Docker,alpine
1,6,0.0145,15,2.6667,8.6667,16,Docker,jenkins-docker
1,6,0.0155,0,1,17,9,Travis,rpi-alpine
1,6,0.0172,11,2,7,18,Docker,baseimage
1,6,0.0212,77,4,15,3,Docker,alpine
1,6,0.023,22,6,17,50,Docker,ubuntu
1,6,0.0272,19,2,8,4,Docker,centos
1,6,0.0287,88,1.7647,15,19,Docker,nodejs
1,6,0.0342,65,2.6667,8,5,Docker,elk
1,6,0.037,41,2,9,37,Docker,java
1,6,0.0411,88,3,11,3,Docker,frankenlibc
1,6,0.0439,21,1,59,34,Docker,debian
1,6,0.0558,18,3.5,5,10,Docker,taiga-back
1,6,0.064,115,5,7.3333,5,Docker,ubuntu-php
1,6,0.0758,25,5,13,5,Docker,ubuntu-debootstrap
1,6,0.1559,0,2,4,55,Circle,alpine
1,6,0.3114,0,2.5,16,91,Circle,debian
1,6,0.489,21,2,41,29,Docker,java
1,6,0.555,0,1,17,28,Travis,rpi-alpine
1,6,0.5667,112,3.6667,17.3333,11,Docker,alpine
1,6,0.7883,20,6,24,10,Docker,debian
1,6,1.4688,32,1.4286,12,42,Docker,node
1,6,1.9172,0,5,10.5,28,Travis,stack
1,6,2.0215,33,3,7,1,Docker,python
1,6,2.882,61,11,33,12,Docker,alpn-consul
1,6,3.4829,0,6,32.625,222,Circle,base-jdk
1,6,4.7586,23,5.6667,62.6667,13,Docker,centos-r-base
1,6,10.3687,21,4,13,10,Docker,ubuntu
1,6,10.8772,0,0,3,62,Circle,java
1,6,14.0272,19,1,35.2857,61,Docker,ubuntu
1,6,19.886,29,4,30.5,44,Docker,ubuntu-16-nginx-php-phpmyadmin
1,6,19.9254,16,4,10,35,Docker,python
1,6,25.0027,0,1.5,8.5,81,Circle,nodejs
1,6,52.0142,78,2.5,31,62,Docker,alpine
1,6,54.2374,27,3.5,18,35,Docker,minimal-notebook
1,6,61.5269,16,5,24,7,Docker,alpine-base
1,6,131.586,0,2,6.625,178,Circle,node
1,6,178.519,11,0,8,4,Docker,alpine
1,6,301.267,0,1,3,174,Circle,nginx
1,6,345.606,0,6.7778,18.5556,102,Travis,ubuntu
1,6,424.04,0,6.25,19.25,75,Travis,buildroot_basic
1,6,491.425,0,0,12,164,Circle,node
1,6,535.883,0,9,8,534,Circle,cymetric-deps
1,6,705.232,0,1,19,625,Travis,alpine-java
1,6,769.139,0,12,29.5,451,Travis,base
2,6,0.0012,36,5.5,9.5,2,Docker,base-mate
2,6,0.0013,73,0,3,1,Docker,ruby
2,6,0.0017,60,5,41,32,Docker,ubuntu
2,6,0.0017,63,9,38,17,Docker,baseimage
2,6,0.0023,46,8,71,17,Docker,base
2,6,0.0041,11,4,10,4,Docker,debian
2,6,0.0047,57,3,17,1,Docker,centos
2,6,0.0077,57,7,28,59,Docker,jenkernetes
2,6,0.0081,19,2,5.5,4,Docker,tools
2,6,0.0093,15,8,20,11,Docker,jenkins
2,6,0.0097,48,2,3,54,Docker,cedarish
2,6,0.0097,26,11,27.4286,31,Docker,ubuntu
2,6,0.0112,16,4,9.5,18,Docker,jenkins
2,6,0.0131,207,1,14,39,Docker,openjdk
2,6,0.0143,18,3,11,8,Docker,maven-test
2,6,0.0164,108,1,11,16,Docker,alpine
2,6,0.0195,28,4.5,8.5,3,Docker,collectd
2,6,0.0386,69,1,10,34,Docker,baseimage
2,6,0.0455,11,1,6,4,Docker,alpine
2,6,0.0703,25,18,82.3333,84,Docker,maven
2,6,0.1705,24,3,22.5,16,Docker,alpine
2,6,1.2714,13,1,17,8,Docker,ubuntu
2,6,7.7354,0,1,39,48,Travis,alpine
2,6,68.9188,87,6,23.5,69,Docker,baseimage
2,6,75.0452,0,1,10,302,Travis,java
2,6,76.6853,14,1,9,46,Docker,dockergui
2,6,114.074,20,5,47,8,Docker,alpine
2,6,176.742,35,4.3333,14.7143,28,Docker,baseimage
2,6,274.265,0,1.5,4.5,71,Circle,nginx
2,6,349.282,0,2,5,196,Travis,java
2,6,450.449,0,3,6,169,Travis,alpine-java
2,6,503.66,0,2,8,159,Travis,openjdk
2,6,550.778,0,0,8,936,Circle,node
2,6,690.974,0,1,2,302,Travis,viws
2,6,734.948,0,4.25,10,144,Circle,openjdk
2,6,769.683,0,8,34,443,Travis,base
2,6,1366.79,0,3.5,4,659,Travis,jetty
2,6,1380.53,0,1,10,336,Circle,ruby
3,6,0.0132,151,1,14,11,Docker,centos
3,6,0.3458,41,4,10,19,Docker,spark-base
3,6,3.9063,15,6,29,15,Docker,openjdk
3,6,23.1062,143,1,37,239,Docker,ubuntu
3,6,31.9798,36,4,37,42,Docker,centos
3,6,42.0784,0,1,9,71,Circle,golang
3,6,64.8187,0,0,10.5,215,Travis,node
3,6,200.918,0,2,46,180,Circle,alpine
3,6,224.962,0,2,22,321,Travis,websphere-liberty
3,6,353.155,110,7,6,489,Docker,anaconda
3,6,386.751,23,4,22.7778,26,Docker,base
3,6,433.042,0,6.5,14,823,Travis,golang
3,6,628.195,0,0.5,4,361,Travis,java
3,6,756.17,0,5,21,1022,Circle,javajsbase
4,6,0.002,189,2,5.1667,8,Docker,mesos-dns
4,6,0.0028,27,2,15.75,10,Docker,alpine
4,6,0.003,179,1,20.6667,10,Docker,jenkins-slave
4,6,0.0036,103,2,17,105,Docker,alpine
4,6,0.0036,79,11,32.75,60,Docker,debian
4,6,0.004,35,4,14,2,Docker,docker-bitrise-base
4,6,0.0041,122,4,3,5,Docker,ubuntu
4,6,0.0047,81,4,31,15,Docker,jenkins
4,6,0.0049,12,2,29,12,Docker,ubuntu
4,6,0.0053,84,6,14,12,Docker,docker-bitrise-base
4,6,0.0057,0,4,18.4444,41,Circle,debian
4,6,0.0098,0,3,10,5,Travis,alpine
4,6,0.0168,95,0.5,5,5,Docker,centos
4,6,0.0223,59,1,8,5,Docker,catalog-docker-base
4,6,0.0249,64,1,7,13,Docker,catalog-docker-base
4,6,0.0381,16,7.5,25.5,4,Docker,docker-jenkins-centos-base
4,6,0.0439,27,1,7.4444,20,Docker,alpine
4,6,0.0855,173,1,19.5,48,Docker,alpine-glibc
4,6,0.1041,0,24,30,46,Circle,ubuntu
4,6,1.6272,80,1,5,32,Docker,logstash
4,6,3.3336,0,3,11.6667,103,Circle,maven
4,6,11.2416,47,10,87,43,Docker,ubuntu
4,6,17.2326,0,2,5,26,Circle,golang
4,6,23.9849,39,1,5,49,Docker,golang
4,6,64.2844,0,2,10,164,Travis,alpine-node
4,6,94.7589,0,4,17,293,Circle,core-box
4,6,146.595,0,6,24,273,Travis,websphere-liberty
4,6,621.278,0,0,7,462,Travis,java
4,6,780.828,0,4.125,17.375,360,Circle,ruby
5,6,0.0004,137,3,3,1,Docker,prometheus
5,6,0.001,173,5.6667,15.5,27,Docker,debian
5,6,0.002,111,3,6,5,Docker,ubuntu
5,6,0.0026,167,2,5,2,Docker,nginx
5,6,0.0037,48,1,13.6,13,Docker,alpine
5,6,0.0058,133,4,7,2,Docker,ubuntu
5,6,0.0068,346,1.0769,7.3077,17,Docker,node
5,6,0.0072,128,2,6,3,Docker,debian
5,6,0.0166,69,9,24,7,Docker,ruby23-base
5,6,8.4219,129,3,37.3333,41,Docker,alpine-glibc
5,6,14.1239,97,7,23,27,Docker,atlassian-docker
5,6,39.9654,254,2,15.4,41,Docker,centos
5,6,265.887,0,4,14.5,47,Circle,core-box
5,6,618.774,0,1.7143,14.7143,418,Circle,busybox
5,6,897.147,0,0,10,258,Circle,ruby
6,6,0.0013,306,4,15,8,Docker,ubuntu
6,6,0.0233,118,5,6,21,Docker,debian
6,6,0.1751,330,9.5,11.5,4,Docker,nginx
6,6,12.8416,0,10,43,442,Circle,alpine
6,6,23.8922,0,1,5,323,Travis,openjdk
6,6,62.2769,39,3.8333,18.5,31,Docker,elasticsearch
6,6,97.8665,0,0,18,52,Circle,alpine
6,6,170.079,0,5,6,240,Travis,node
6,6,218.159,0,2,18,211,Travis,haproxy
6,6,226.105,0,1,9.1818,372,Travis,node
6,6,226.178,0,6,25,342,Travis,websphere-liberty
6,6,645.817,55,10,41,273,Docker,node
6,6,863.18,0,26,68.9333,1278,Travis,base
7,6,0.0026,123,4,11,2,Docker,debian
7,6,0.0043,35,1,26,12,Docker,debian
7,6,0.0051,52,20.7692,36.9231,43,Docker,debian
7,6,0.0053,318,2,6,7,Docker,debian
7,6,0.009,267,3.1538,29.4615,24,Docker,ubuntu
7,6,0.0183,143,1,6,21,Docker,alpine
7,6,0.0567,13,10,48,3,Docker,alpn-consul
7,6,2.1497,0,4,15,47,Circle,core-box
7,6,7.1077,0,3.3333,6.25,146,Travis,alpine-java
7,6,7.8564,0,1.5833,6.6667,164,Circle,jetty
7,6,314.648,50,3,16,45,Docker,alpine
7,6,670.858,0,4,28,710,Circle,baseimage
7,6,1089.4,0,3,18,417,Circle,openjdk
8,6,0.0011,297,5,17,8,Docker,ubuntu
8,6,0.0022,56,1,22,55,Docker,alpine
8,6,0.0022,27,12,18,27,Docker,golang
8,6,0.0059,196,1.3333,4,5,Docker,alpine
8,6,0.04,254,1,60,36,Docker,php
8,6,0.0933,36,2,16.4,6,Docker,alpine
8,6,2.4295,65,9,16,55,Docker,baseimage
8,6,27.9552,0,1,9,111,Travis,python
8,6,124.152,186,1,78.8,503,Docker,debian
8,6,141.097,262,8.4444,10.6667,515,Docker,python
8,6,251.358,0,1,6,206,Travis,maven
8,6,262.027,0,0,6.6,819,Travis,java
8,6,644.631,0,0,9,253,Circle,node
8,6,734.907,0,1,38.3333,2760,Travis,buildenv
8,6,1116.14,0,1,4,1625,Circle,cyclus
9,6,0.0035,243,1,11,27,Docker,alpine
9,6,0.0049,0,0,26,57,Travis,alpine
9,6,0.0129,74,5,18.4545,112,Docker,ubuntu
9,6,0.0358,210,1,8,2,Docker,cflinuxfs2
9,6,0.0431,19,1,3,24,Docker,python
9,6,0.0617,213,1,8,3,Docker,cflinuxfs2
9,6,21.8894,0,2,5,364,Circle,alpine
9,6,717.775,0,0,8,2145,Circle,node
10,6,0.0172,57,1.1765,8.1765,24,Docker,centos
10,6,0.052,47,4,14,7,Docker,ubuntu
10,6,7.6219,0,42.5,84.5,174,Circle,ubuntu
10,6,29.0707,0,0,3,112,Circle,jetty
10,6,198.945,0,3,9.5,621,Travis,ruby
10,6,489.985,0,1,11,284,Travis,node
10,6,1211.31,0,0.5,4,3186,Circle,python
11,6,0.0031,94,2,7,1,Docker,alpine
11,6,0.0638,182,3,19,49,Docker,baseimage-oraclejdk
11,6,29.3739,0,2,20.5,1289,Circle,centos
11,6,204.008,0,8,17.3333,448,Travis,nginx
11,6,217.199,0,2,23,400,Travis,websphere-liberty
11,6,237.925,0,2,5,144,Travis,alpine-node
11,6,526.864,0,1,6.6667,479,Travis,ubuntu
12,6,0.1352,245,8,27,44,Docker,golang
12,6,8.0457,0,1.5,7.5,128,Travis,node
13,6,0.0032,228,6,16,61,Docker,debian
13,6,0.4726,0,6.8,28.4,42,Travis,chrome-headless-browser
13,6,235.081,0,8,9,208,Circle,alpine
13,6,286.854,0,2,5,355,Travis,busybox
14,6,0.0045,418,3,9,5,Docker,golang
14,6,0.0085,139,5,67.5,30,Docker,centos
14,6,0.0715,27,1,7,12,Docker,mongodb-mms-agent-base
14,6,9.0212,0,5.8571,52.5714,248,Circle,centos
14,6,182.067,0,0,8,893,Circle,node
14,6,938.294,224,1.75,7,340,Docker,base
15,6,0.0595,0,2,7.6667,135,Circle,node
15,6,120.021,0,2,8.3333,1847,Circle,ruby
15,6,301.246,0,2,7.2,1809,Travis,node
15,6,841.838,0,2,7,436,Circle,node
15,6,896.422,0,3,22,2981,Travis,base
15,6,1277.01,0,1.6667,11.6667,6221,Circle,cyclus-deps
16,6,0.0064,126,5,6,1,Docker,postgres
16,6,92.7464,0,1,28.3333,924,Travis,fpm-nginx
16,6,245.74,0,0,4.5,321,Travis,scratch
17,6,39.0562,0,2,14,701,Circle,slidehub-base
17,6,72.4841,0,0,5,205,Circle,alpine
17,6,72.5254,0,1.5,7,55,Circle,erlang18
17,6,252.925,119,3.9355,18.0968,76,Docker,alpine
18,6,955.066,0,2,7,609,Circle,node
19,6,0.001,290,3,23,10,Docker,debian
19,6,0.0024,986,1,4,10,Docker,opensuse
19,6,0.7054,299,1.8,7.2,22,Docker,wordpress
19,6,64.9491,0,1,32.5,1606,Circle,ubuntu
20,6,0.1731,0,1,27.4167,95,Circle,debian
20,6,16.2142,347,4.5556,5.1111,32,Docker,nginx
20,6,222.737,0,2.6667,22.6667,4831,Circle,alpine-java
20,6,242.423,0,4,25,581,Travis,alpine
21,6,0.0007,190,1.5,18.5,14,Docker,haproxy
21,6,70.3905,0,2.4,7,179,Travis,docker-rails
21,6,1392.17,0,2,10.5,876,Travis,scratch
22,6,0.0098,176,4.5,4,4,Docker,jenkins
23,6,0.0017,340,2,8.25,14,Docker,debian
23,6,0.0018,162,2,7,9,Docker,systemd
23,6,0.0315,123,3,18,11,Docker,php
23,6,387.764,0,0,3,152,Travis,node
24,6,0.0053,288,5,12.5,8,Docker,node
24,6,0.0106,542,6,10,3,Docker,ubuntu
24,6,668.488,0,4.2632,9.7368,604,Circle,ubuntu
25,6,1609.01,0,11.3333,29.6667,164,Travis,debian
26,6,0.002,187,10,22,1,Docker,apache
26,6,0.0021,161,14,27,19,Docker,debian
26,6,110.1,0,1.25,14.75,1273,Circle,alpine-build
26,6,139.006,0,10,48.8571,174,Travis,ubuntu
27,6,164.087,0,0,9.5714,876,Circle,node
27,6,903.901,0,1.8182,27.5,3820,Circle,node
28,6,0,411,2,7,1,Docker,python
28,6,30.266,111,3,5,174,Docker,base
28,6,432.097,0,1,10,393,Travis,python
29,6,0.0036,280,1.25,13,5,Docker,java
29,6,0.0083,243,1,2,2,Docker,node
29,6,2.0159,0,9.9474,18.9474,63,Circle,stage3-amd64
29,6,160.07,0,1,9,562,Travis,node
30,6,0.0064,111,0,2,4,Docker,rabbitmq
30,6,0.1057,152,2,7,22,Docker,mesos
30,6,0.139,0,2.4615,11.0769,14,Travis,alpine
30,6,0.1732,229,6,45,44,Docker,baseimage
30,6,7.9905,0,3,18.6,244,Circle,basebottle
32,6,364.981,0,1,58,723,Travis,ubuntu
35,6,0,259,3,24,11,Docker,alpine
35,6,0.7265,575,1,17.3333,8,Docker,java
35,6,187.126,0,2.125,6.875,601,Circle,python
36,6,35.9786,171,10.5714,9.2857,21,Docker,ubuntu
36,6,860.737,0,1,3,2140,Travis,buildstep
37,6,13.8373,0,2,10.6667,75,Circle,node
38,6,200.961,0,3,13,762,Circle,alpine-glibc
40,6,0.0086,0,11.25,19.25,852,Circle,docker-perl-app-base
40,6,398.136,0,9,17,521,Circle,docker-perl-app-base
42,6,7.0611,0,1,9,684,Circle,basejava
45,6,30.8583,1000,6,14,4,Docker,debian
46,6,468.727,778,6.1,38,35,Docker,nginx
48,6,0.0029,248,1,8,2,Docker,tomcat
50,6,0,0,7,19,125,Circle,build
50,6,0.0044,197,6,39,9,Docker,centos
50,6,923.619,0,2,17,1350,Travis,alpine-oraclejdk8
51,6,568.072,0,1.8571,48.4286,808,Travis,java
52,6,0.0014,848,3.5,24.625,30,Docker,php
57,6,786.55,0,4,18,2304,Travis,php
59,6,721.256,0,1,32,4412,Circle,base
60,6,0.0029,754,4,8,6,Docker,gitlab-ce
61,6,0.1622,804,4,3,3,Docker,nodejs-bower-grunt
62,6,0.9345,0,2,20,1123,Circle,centos
65,6,0.0069,0,10,21,64,Circle,docker-perl-app-base
66,6,0.0031,705,7,15.25,4,Docker,php
68,6,0.0064,643,3,10,5,Docker,java
69,6,82.9521,0,1,7.5,927,Travis,lewis-depends
72,6,582.039,0,1,51.4706,4710,Travis,debian
89,6,36.036,0,0,4,1208,Circle,alpine
93,6,22.5866,936,1,14,31,Docker,node
106,6,224.738,0,2,7,2974,Circle,golang
109,6,23.0597,0,1.5,10,4106,Circle,alpine
124,6,1.1881,954,3,4,7,Docker,php
124,6,12.0208,0,0.6667,5.7778,114,Circle,tomcat
132,6,656.702,0,1,4,802,Travis,java
148,6,1153.66,0,2,7,4509,Circle,node
156,6,1059.15,0,2.7143,6.7143,17849,Circle,build_env
1,7,0.0007,26,8,19,32,Docker,ubuntu
1,7,0.0012,13,2,10,1,Docker,archlinux
1,7,0.0017,63,9,38,17,Docker,baseimage
1,7,0.0026,21,0,8,18,Docker,alpine
1,7,0.0031,94,2,7,1,Docker,alpine
1,7,0.0037,48,1,13.6,13,Docker,alpine
1,7,0.0039,17,5,25,17,Docker,ubuntu
1,7,0.004,187,1,16,1,Docker,debian
1,7,0.0043,35,1,26,12,Docker,debian
1,7,0.0057,0,6,29,41,Circle,debian
1,7,0.0081,19,2,5.5,4,Docker,tools
1,7,0.0085,160,3,13,15,Docker,alpine
1,7,0.0114,35,6,47,10,Docker,systemuser
1,7,0.0145,15,2.6667,8.6667,16,Docker,jenkins-docker
1,7,0.0272,19,2,8,4,Docker,centos
1,7,0.0356,14,2,14.5,10,Docker,crcbase
1,7,0.0455,11,1,6,4,Docker,alpine
1,7,0.0574,39,1,17.5,9,Docker,ssh-hpn-x
1,7,0.4248,36,1,43.25,19,Docker,archlinux-small
1,7,0.5516,17,1,55,19,Docker,fedora
1,7,0.5561,0,1,73,140,Travis,apache-php
1,7,1.4688,32,1.4286,12,42,Docker,node
1,7,1.8103,0,0,12.6667,54,Circle,node
1,7,2.882,61,11,33,12,Docker,alpn-consul
1,7,4.7586,23,5.6667,62.6667,13,Docker,centos-r-base
1,7,5.0292,79,4,13,42,Docker,centos
1,7,5.1043,12,3.9333,18.0667,43,Docker,debian
1,7,8.7011,0,2,12,28,Travis,alpine
1,7,10.8772,0,0,3,62,Circle,java
1,7,16.1885,0,5,37,210,Circle,golang
1,7,19.886,29,4,30.5,44,Docker,ubuntu-16-nginx-php-phpmyadmin
1,7,28.0398,0,1.3333,5,91,Circle,alpine
1,7,61.5269,16,5,24,7,Docker,alpine-base
1,7,62.2769,39,3.8333,18.5,31,Docker,elasticsearch
1,7,82.3704,0,0,8,71,Circle,node
1,7,94.7589,0,4,17,293,Circle,core-box
1,7,98.0739,0,4,17.6667,55,Circle,node
1,7,114.074,20,5,47,8,Docker,alpine
1,7,122.77,0,0,7,99,Circle,node
1,7,146.595,0,6,24,273,Travis,websphere-liberty
1,7,170.01,0,3.15,21.8,277,Circle,ubuntu
1,7,182.067,0,0,8,893,Circle,node
1,7,184.718,0,5,28,64,Travis,nginx
1,7,245.74,0,0,4.5,321,Travis,scratch
1,7,281.928,0,4,17,126,Circle,core-box
1,7,345.606,0,6.7778,18.5556,102,Travis,ubuntu
1,7,708.75,0,2,12,99,Travis,alpine
1,7,863.18,0,26,68.9333,1278,Travis,base
1,7,1089.4,0,3,18,417,Circle,openjdk
1,7,1116.14,0,1,4,1625,Circle,cyclus
1,7,1644.88,0,5,11,509,Travis,debian
2,7,0.0012,36,5.5,9.5,2,Docker,base-mate
2,7,0.0018,28,6,9,26,Docker,barridocker
2,7,0.0023,46,8,71,17,Docker,base
2,7,0.0024,18,1,63.5,25,Docker,ubuntu
2,7,0.0033,27,7,27,18,Docker,ubuntu
2,7,0.0036,79,12,36,60,Docker,debian
2,7,0.0041,122,4,3,5,Docker,ubuntu
2,7,0.0044,23,6,17,14,Docker,ubuntu
2,7,0.0049,12,2,29,12,Docker,ubuntu
2,7,0.0056,22,2,15,29,Docker,zulu-openjdk
2,7,0.0058,133,4,7,2,Docker,ubuntu
2,7,0.0071,17,1,19,11,Docker,java
2,7,0.0093,15,9,21,11,Docker,jenkins
2,7,0.0101,77,6.2143,21.8571,35,Docker,base-debian
2,7,0.0129,74,5,21,112,Docker,ubuntu
2,7,0.0131,207,1,14,39,Docker,openjdk
2,7,0.0164,108,1,11,16,Docker,alpine
2,7,0.0166,69,9,24,7,Docker,ruby23-base
2,7,0.0171,21,5,18,29,Docker,ubuntu
2,7,0.0172,57,1.1765,8.1765,24,Docker,centos
2,7,0.0195,28,4.5,8.5,3,Docker,collectd
2,7,0.0381,16,7.5,25.5,4,Docker,docker-jenkins-centos-base
2,7,0.0386,69,1,10,34,Docker,baseimage
2,7,0.1397,0,1,53,22,Travis,alpine
2,7,2.9346,27,5,17,3,Docker,ubuntu
